delta_target,vix_threshold,entry_date,expiry,actual_dte,strike,call_entry_delta,call_entry_mid,call_entry_bid,vix_on_entry,exit_date,exit_price,exit_type,days_held,short_pnl,short_pnl_worst,pnl_pct,pnl_pct_worst,margin_reg_t,roc,annualized_roc,breakeven_pct,is_win,is_open,split_flag,missing_exit_data
0.1,,2018-04-27,2018-05-25,28,26.5,0.1129,0.275,0.25,15.41,2018-05-04,0.11,early,7,16.500000000000004,14.000000000000002,0.6000000000000001,0.56,557.5000000000001,0.029596412556053813,1.5432415118513774,0.010377358490566039,True,False,False,False
0.1,,2018-05-04,2018-06-01,28,24.0,0.1036,0.235,0.21,14.77,2018-05-09,0.105,early,5,13.0,10.5,0.5531914893617021,0.5,503.50000000000006,0.025819265143992052,1.8848063555114198,0.009791666666666666,True,False,False,False
0.1,,2018-05-11,2018-06-08,28,18.5,0.1336,0.26,0.24,12.65,2018-05-23,0.115,early,12,14.500000000000002,12.499999999999998,0.5576923076923077,0.5208333333333333,396.0,0.03661616161616162,1.1137415824915828,0.014054054054054054,True,False,False,False
0.1,,2018-05-18,2018-06-15,28,19.0,0.1005,0.3,0.29,13.42,2018-06-04,0.105,early,17,19.5,18.5,0.65,0.6379310344827587,410.0,0.0475609756097561,1.0211621233859398,0.015789473684210527,True,False,False,False
0.1,,2018-05-25,2018-06-22,28,20.0,0.1125,0.26,0.23,13.22,2018-06-05,0.12,early,11,14.000000000000002,11.000000000000002,0.5384615384615385,0.47826086956521746,426.0,0.03286384976525822,1.0904822876653864,0.013000000000000001,True,False,False,False
0.1,,2018-06-01,2018-06-29,28,18.5,0.1487,0.345,0.32,13.46,2018-06-06,0.155,early,5,18.999999999999996,16.5,0.5507246376811593,0.515625,404.5,0.04697156983930778,3.428924598269468,0.018648648648648646,True,False,False,False
0.1,,2018-06-08,2018-07-06,28,17.0,0.1025,0.28,0.26,12.18,2018-06-20,0.135,early,12,14.500000000000002,12.5,0.5178571428571429,0.4807692307692308,368.00000000000006,0.03940217391304348,1.1984827898550725,0.01647058823529412,True,False,False,False
0.1,,2018-06-15,2018-07-13,28,20.0,0.0808,0.21,0.19,11.98,2018-07-06,0.075,early,21,13.5,11.5,0.6428571428571429,0.6052631578947368,421.0,0.032066508313539195,0.5573464540210383,0.010499999999999999,True,False,False,False
0.1,,2018-06-22,2018-07-20,28,22.0,0.097,0.22,0.2,13.77,2018-07-09,0.075,early,17,14.500000000000002,12.5,0.6590909090909092,0.625,462.00000000000006,0.031385281385281384,0.673860453272218,0.01,True,False,False,False
0.1,,2018-06-29,2018-07-27,28,26.0,0.108,0.325,0.31,16.09,2018-07-06,0.12,early,7,20.5,19.0,0.6307692307692307,0.6129032258064516,552.5,0.037104072398190045,1.9347123464770524,0.0125,True,False,False,False
0.1,,2018-07-06,2018-08-03,28,18.5,0.1002,0.32,0.3,13.37,2018-07-10,0.16,early,4,16.0,13.999999999999998,0.5,0.4666666666666666,402.0,0.03980099502487562,3.6318407960199006,0.017297297297297298,True,False,False,False
0.1,,2018-07-13,2018-08-10,28,16.0,0.0929,0.235,0.21,12.18,2018-07-25,0.105,early,12,13.0,10.5,0.5531914893617021,0.5,343.5,0.03784570596797671,1.1511402231926249,0.0146875,True,False,False,False
0.1,,2018-07-20,2018-08-17,28,17.0,0.0944,0.27,0.26,12.86,2018-08-01,0.115,early,12,15.500000000000004,14.500000000000002,0.5740740740740742,0.5576923076923077,367.00000000000006,0.042234332425068126,1.2846276112624888,0.015882352941176472,True,False,False,False
0.1,,2018-07-27,2018-08-24,28,20.0,0.0755,0.21,0.19,13.03,2018-08-03,0.085,early,7,12.499999999999998,10.5,0.5952380952380951,0.5526315789473685,421.0,0.029691211401425173,1.548184594502884,0.010499999999999999,True,False,False,False
0.1,,2018-08-03,2018-08-31,28,14.5,0.106,0.255,0.24,11.64,2018-08-08,0.125,early,5,13.0,11.5,0.5098039215686274,0.4791666666666667,315.50000000000006,0.041204437400950866,3.0079239302694134,0.017586206896551725,True,False,False,False
0.1,,2018-08-10,2018-09-07,28,14.5,0.1367,0.315,0.29,13.16,2018-08-22,0.125,early,12,19.0,16.499999999999996,0.6031746031746031,0.5689655172413792,321.50000000000006,0.059097978227060644,1.797563504406428,0.021724137931034483,True,False,False,False
0.1,,2018-08-17,2018-09-14,28,15.0,0.0982,0.3,0.28,12.64,2018-08-24,0.14,early,7,15.999999999999998,14.000000000000002,0.5333333333333333,0.5,330.0,0.04848484848484848,2.528138528138528,0.02,True,False,False,False
0.1,,2018-08-24,2018-09-21,28,14.0,0.1039,0.27,0.26,11.99,2018-09-10,0.12,early,17,15.000000000000002,14.000000000000002,0.5555555555555556,0.5384615384615385,307.0,0.0488599348534202,1.049051542441081,0.019285714285714288,True,False,True,False
0.1,,2018-08-31,2018-09-28,28,14.0,0.1029,0.28,0.26,12.86,2018-09-12,0.105,early,12,17.500000000000004,15.500000000000004,0.625,0.5961538461538463,308.0,0.05681818181818183,1.7282196969696972,0.02,True,False,True,False
0.1,,2018-09-07,2018-10-05,28,15.0,0.139,0.385,0.36,14.88,2018-09-12,0.155,early,5,23.0,20.5,0.5974025974025974,0.5694444444444444,338.5,0.06794682422451995,4.960118168389956,0.025666666666666667,True,False,True,False
0.1,,2018-09-14,2018-10-12,28,11.5,0.1098,0.215,0.2,12.07,2018-10-12,42.08,expiry,28,-4186.499999999999,-4188.0,-194.7209302325581,-209.4,251.50000000000003,-16.64612326043737,-216.9941067878443,0.018695652173913044,False,False,True,False
0.1,,2018-09-21,2018-10-19,28,57.0,0.1528,1.07,1.05,11.68,2018-10-01,0.53,early,10,54.0,52.0,0.5046728971962616,0.49523809523809526,1247.0,0.04330392943063352,1.5805934242181234,0.018771929824561405,True,False,False,False
0.1,,2018-09-28,2018-10-26,28,57.0,0.1061,1.04,0.96,12.12,2018-10-26,9.33,expiry,28,-828.9999999999999,-837.0000000000001,-7.971153846153845,-8.718750000000002,1244.0,-0.6663987138263665,-8.686983233807991,0.01824561403508772,False,False,False,False
0.1,,2018-10-12,2018-11-16,35,112.0,0.1794,2.465,2.3,21.31,2018-10-16,1.045,early,4,142.0,125.49999999999999,0.5760649087221096,0.5456521739130434,2486.5,0.05710838528051478,5.211140156846974,0.02200892857142857,True,False,False,False
0.1,,2018-10-19,2018-11-16,28,112.0,0.13,1.46,1.38,19.89,2018-10-31,0.375,early,12,108.5,100.49999999999999,0.7431506849315068,0.7282608695652173,2386.0,0.04547359597652976,1.38315521095278,0.013035714285714286,True,False,False,False
0.1,,2018-11-02,2018-11-30,28,99.0,0.1212,1.3,1.16,19.51,2018-11-07,0.34,early,5,96.0,81.99999999999999,0.7384615384615385,0.7068965517241379,2110.0,0.04549763033175355,3.321327014218009,0.013131313131313133,True,False,False,False
0.1,,2018-11-16,2018-12-14,28,90.0,0.1266,1.09,0.99,18.14,2018-11-26,0.46,early,10,63.000000000000014,53.0,0.5779816513761469,0.5353535353535354,1909.0,0.03300157150340493,1.2045573598742798,0.012111111111111112,True,False,False,False
0.1,,2018-11-23,2018-12-21,28,105.0,0.0987,0.89,0.83,21.52,2018-11-26,0.335,early,3,55.49999999999999,49.49999999999999,0.6235955056179775,0.5963855421686746,2189.0,0.025354042941982638,3.0847418912745543,0.008476190476190476,True,False,False,False
0.1,,2018-11-30,2018-12-28,28,75.0,0.156,1.245,1.11,18.07,2018-12-03,0.445,early,3,80.0,66.5,0.6425702811244979,0.599099099099099,1624.5,0.04924592182209911,5.991587155022057,0.0166,True,False,False,False
0.1,,2018-12-14,2019-01-18,35,118.0,0.0999,1.04,0.94,21.63,2019-01-02,0.285,early,19,75.50000000000001,65.5,0.7259615384615385,0.6968085106382979,2464.0,0.03064123376623377,0.5886342276144908,0.008813559322033898,True,False,False,False
0.1,,2018-12-21,2019-01-18,28,142.0,0.0991,1.31,1.19,30.11,2018-12-28,0.535,early,7,77.5,65.49999999999999,0.5916030534351145,0.5504201680672268,2971.0,0.026085493099966342,1.3601721402125306,0.009225352112676057,True,False,False,False
0.1,,2019-01-11,2019-02-08,28,85.5,0.0972,1.095,0.96,18.19,2019-01-24,0.49,early,13,60.5,47.0,0.5525114155251142,0.4895833333333333,1819.5000000000002,0.033250893102500685,0.933582767877904,0.012807017543859649,True,False,False,False
0.1,,2019-01-18,2019-02-15,28,88.0,0.1003,0.745,0.69,17.8,2019-01-30,0.23,early,12,51.5,46.0,0.6912751677852349,0.6666666666666666,1834.5000000000002,0.028073044426274184,0.8538884346325064,0.008465909090909092,True,False,False,False
0.1,,2019-01-25,2019-02-22,28,85.0,0.0998,0.805,0.71,17.42,2019-01-31,0.24,early,6,56.50000000000001,47.0,0.7018633540372672,0.6619718309859155,1780.5,0.03173265936534682,1.9304034447252647,0.009470588235294118,True,False,False,False
0.1,,2019-02-01,2019-03-01,28,80.0,0.0997,0.485,0.44,16.14,2019-02-04,0.24,early,3,24.5,20.0,0.5051546391752577,0.45454545454545453,1648.5,0.014861995753715499,1.808209483368719,0.0060625,True,False,False,False
0.1,,2019-02-08,2019-03-08,28,80.0,0.0858,0.52,0.46,15.72,2019-02-12,0.24,early,4,28.000000000000004,22.000000000000004,0.5384615384615385,0.47826086956521746,1652.0,0.016949152542372885,1.5466101694915257,0.006500000000000001,True,False,False,False
0.1,,2019-02-15,2019-03-15,28,68.0,0.0969,0.645,0.62,14.91,2019-02-20,0.26,early,5,38.5,36.0,0.5968992248062015,0.5806451612903226,1424.5000000000002,0.02702702702702702,1.9729729729729726,0.009485294117647059,True,False,False,False
0.1,,2019-02-22,2019-03-22,28,57.0,0.1057,0.795,0.72,13.51,2019-03-11,0.225,early,17,57.00000000000001,49.5,0.7169811320754718,0.6875,1219.5,0.04674046740467405,1.003545329570943,0.013947368421052632,True,False,False,False
0.1,,2019-03-01,2019-03-29,28,60.0,0.0968,0.485,0.45,13.57,2019-03-12,0.225,early,11,26.0,22.5,0.5360824742268041,0.5,1248.5,0.020824989987985584,0.6910110314195217,0.008083333333333333,True,False,False,False
0.1,,2019-03-08,2019-04-05,28,80.0,0.0678,0.525,0.46,16.05,2019-03-11,0.14,early,3,38.5,32.0,0.7333333333333333,0.6956521739130435,1652.5,0.02329803328290469,2.8345940494200703,0.006562500000000001,True,False,False,False
0.1,,2019-03-15,2019-04-12,28,55.0,0.0911,0.51,0.46,12.88,2019-03-29,0.21,early,14,30.000000000000004,25.0,0.5882352941176471,0.5434782608695652,1151.0,0.026064291920069507,0.679533325058955,0.009272727272727273,True,False,False,False
0.1,,2019-03-22,2019-04-18,27,76.0,0.0536,0.48,0.44,16.48,2019-03-26,0.165,early,4,31.499999999999993,27.500000000000004,0.6562499999999999,0.6250000000000001,1568.0,0.02008928571428571,1.833147321428571,0.00631578947368421,True,False,False,False
0.1,,2019-03-29,2019-04-26,28,60.0,0.0792,0.42,0.39,13.71,2019-04-05,0.16,early,7,26.0,23.0,0.6190476190476191,0.5897435897435898,1242.0,0.020933977455716585,1.091557395905222,0.007,True,False,False,False
0.1,,2019-04-05,2019-05-03,28,55.0,0.0931,0.425,0.4,12.82,2019-04-12,0.16,early,7,26.5,24.000000000000004,0.6235294117647059,0.6000000000000001,1142.5,0.023194748358862146,1.209440450140669,0.007727272727272727,True,False,False,False
0.1,,2019-04-12,2019-05-10,28,48.5,0.1022,0.465,0.42,12.01,2019-04-22,0.21,early,10,25.5,21.0,0.5483870967741935,0.5,1016.5000000000001,0.02508607968519429,0.9156419085095916,0.009587628865979383,True,False,False,False
0.1,,2019-04-26,2019-05-24,28,51.0,0.0827,0.45,0.42,12.73,2019-05-20,0.165,early,24,28.500000000000004,25.5,0.6333333333333334,0.6071428571428571,1065.0,0.026760563380281693,0.40698356807511743,0.008823529411764706,True,False,False,False
0.1,,2019-05-03,2019-05-31,28,51.0,0.1054,0.51,0.49,12.87,2019-05-21,0.185,early,18,32.5,30.5,0.6372549019607843,0.6224489795918368,1071.0,0.03034547152194211,0.6153387280838261,0.01,True,False,False,False
0.1,,2019-05-10,2019-06-14,35,70.0,0.0666,0.6,0.53,16.04,2019-05-21,0.235,early,11,36.5,29.500000000000004,0.6083333333333333,0.5566037735849058,1460.0,0.025,0.8295454545454546,0.008571428571428572,True,False,False,False
0.1,,2019-05-17,2019-06-14,28,65.0,0.1021,0.595,0.53,15.96,2019-05-21,0.285,early,4,31.0,24.500000000000004,0.5210084033613446,0.4622641509433963,1359.5,0.02280250091945568,2.080728208900331,0.009153846153846153,True,False,False,False
0.1,,2019-05-24,2019-06-21,28,59.0,0.1019,0.635,0.6,15.85,2019-06-05,0.25,early,12,38.5,35.0,0.6062992125984252,0.5833333333333334,1243.5,0.03096099718536389,0.9417303310548184,0.01076271186440678,True,False,False,False
0.1,,2019-05-31,2019-06-28,28,67.0,0.1294,0.81,0.73,18.71,2019-06-04,0.345,early,4,46.50000000000001,38.5,0.5740740740740742,0.5273972602739726,1421.0,0.03272343420126672,2.9860133708655883,0.012089552238805971,True,False,False,False
0.1,,2019-06-07,2019-07-05,28,59.0,0.0996,0.495,0.47,16.3,2019-06-14,0.21,early,7,28.500000000000004,26.0,0.5757575757575758,0.5531914893617021,1229.5,0.023180154534363565,1.2086794864346717,0.008389830508474576,True,False,False,False
0.1,,2019-06-14,2019-07-12,28,54.0,0.0977,0.455,0.42,15.28,2019-06-21,0.195,early,7,26.0,22.499999999999996,0.5714285714285714,0.5357142857142856,1125.5,0.02310084406930253,1.2045440121850606,0.008425925925925927,True,False,False,False
0.1,,2019-06-21,2019-07-19,28,52.0,0.1019,0.415,0.39,15.4,2019-07-01,0.095,early,10,31.999999999999996,29.500000000000004,0.7710843373493975,0.7564102564102565,1081.5,0.029588534442903373,1.079981507165973,0.00798076923076923,True,False,False,False
0.1,,2019-06-28,2019-07-26,28,50.0,0.0721,0.565,0.53,15.08,2019-07-01,0.2,early,3,36.49999999999999,33.0,0.6460176991150443,0.6226415094339622,1056.5,0.03454803596781826,4.203344376084555,0.0113,True,False,False,False
0.1,,2019-07-05,2019-08-02,28,43.0,0.0968,0.385,0.36,13.28,2019-07-15,0.19,early,10,19.5,17.0,0.5064935064935064,0.4722222222222222,898.5,0.021702838063439065,0.7921535893155258,0.008953488372093024,True,False,False,False
0.1,,2019-07-12,2019-08-09,28,42.0,0.1005,0.355,0.33,12.39,2019-07-23,0.155,early,11,20.0,17.5,0.5633802816901409,0.5303030303030303,875.5,0.022844089091947458,0.7580084107782565,0.008452380952380953,True,False,False,False
0.1,,2019-07-19,2019-08-16,28,46.0,0.0967,0.32,0.3,14.45,2019-08-13,0.105,early,25,21.500000000000004,19.5,0.6718750000000001,0.65,952.0000000000001,0.022584033613445378,0.3297268907563025,0.006956521739130435,True,False,False,False
0.1,,2019-07-26,2019-08-23,28,35.0,0.1316,0.56,0.52,12.16,2019-08-21,0.155,early,26,40.5,36.5,0.7232142857142856,0.7019230769230769,756.0,0.05357142857142857,0.7520604395604396,0.016,True,False,False,False
0.1,,2019-08-09,2019-09-13,35,62.0,0.0829,0.585,0.54,17.97,2019-08-28,0.23,early,19,35.5,31.000000000000007,0.6068376068376068,0.5740740740740742,1298.5,0.027339237581825184,0.5252011430192733,0.009435483870967742,True,False,False,False
0.1,,2019-08-16,2019-09-13,28,64.0,0.095,0.705,0.63,18.47,2019-08-19,0.23,early,3,47.5,40.0,0.6737588652482269,0.6349206349206349,1350.5,0.03517215845982969,4.279279279279279,0.011015625,True,False,False,False
0.1,,2019-08-23,2019-09-20,28,73.0,0.0987,0.64,0.57,19.87,2019-08-28,0.23,early,5,41.0,34.0,0.640625,0.5964912280701755,1524.0000000000002,0.026902887139107608,1.9639107611548554,0.008767123287671232,True,False,False,False
0.1,,2019-08-30,2019-09-27,28,55.0,0.1042,0.645,0.59,18.98,2019-09-04,0.32,early,5,32.5,26.999999999999996,0.5038759689922481,0.45762711864406774,1164.5,0.027908973808501502,2.0373550880206097,0.011727272727272727,True,False,False,False
0.1,,2019-09-06,2019-10-04,28,50.0,0.0563,0.305,0.28,15.0,2019-09-12,0.12,early,6,18.5,16.000000000000004,0.6065573770491803,0.5714285714285715,1030.5,0.017952450266860747,1.092107391234029,0.0060999999999999995,True,False,False,False
0.1,,2019-09-13,2019-10-18,35,48.0,0.106,0.45,0.42,13.74,2019-09-19,0.225,early,6,22.5,19.499999999999996,0.5,0.4642857142857142,1005.0000000000001,0.022388059701492536,1.3619402985074627,0.009375,True,False,False,False
0.1,,2019-09-20,2019-10-18,28,40.0,0.1444,0.64,0.58,15.32,2019-10-04,0.165,early,14,47.5,41.49999999999999,0.7421875,0.7155172413793103,864.0,0.05497685185185185,1.4333250661375663,0.016,True,False,False,False
0.1,,2019-10-11,2019-11-15,35,40.0,0.1308,0.53,0.48,15.58,2019-10-16,0.26,early,5,27.0,21.999999999999996,0.5094339622641509,0.45833333333333326,853.0,0.031652989449003514,2.3106682297772565,0.013250000000000001,True,False,False,False
0.1,,2019-10-18,2019-11-15,28,37.0,0.0983,0.325,0.3,14.25,2019-10-24,0.145,early,6,18.000000000000004,15.5,0.553846153846154,0.5166666666666667,772.5,0.023300970873786412,1.41747572815534,0.008783783783783784,True,False,False,False
0.1,,2019-10-25,2019-11-22,28,31.0,0.0991,0.295,0.28,12.65,2019-11-01,0.105,early,7,19.0,17.500000000000004,0.6440677966101694,0.625,649.5,0.029253271747498075,1.5253491696909711,0.009516129032258064,True,False,False,False
0.1,,2019-11-01,2019-11-29,28,27.0,0.0998,0.29,0.27,12.3,2019-11-11,0.145,early,10,14.499999999999998,12.500000000000004,0.5,0.4629629629629631,569.0,0.02548330404217926,0.9301405975395429,0.01074074074074074,True,False,False,False
0.1,,2019-11-08,2019-12-06,28,26.5,0.1554,0.325,0.29,12.07,2019-11-14,0.16,early,6,16.5,12.999999999999998,0.5076923076923077,0.4482758620689655,562.5000000000001,0.029333333333333326,1.7844444444444438,0.012264150943396227,True,False,False,False
0.1,,2019-11-15,2019-12-13,28,25.0,0.1036,0.275,0.25,12.05,2019-11-25,0.085,early,10,19.0,16.499999999999996,0.6909090909090908,0.6599999999999998,527.5,0.03601895734597156,1.314691943127962,0.011000000000000001,True,False,False,False
0.1,,2019-11-22,2019-12-20,28,29.0,0.0976,0.22,0.2,12.34,2019-11-25,0.11,early,3,11.0,9.000000000000002,0.5,0.45000000000000007,602.0000000000001,0.018272425249169433,2.223145071982281,0.007586206896551724,True,False,False,False
0.1,,2019-11-29,2019-12-27,28,23.5,0.1166,0.28,0.26,12.62,2019-12-13,0.095,early,14,18.500000000000004,16.5,0.6607142857142858,0.6346153846153846,498.0,0.037148594377510044,0.9685169248422262,0.011914893617021277,True,False,False,False
0.1,,2019-12-06,2020-01-03,28,25.0,0.1029,0.25,0.23,13.62,2019-12-16,0.095,early,10,15.5,13.5,0.62,0.5869565217391305,525.0,0.029523809523809525,1.0776190476190477,0.01,True,False,False,False
0.1,,2019-12-13,2020-01-10,28,21.5,0.1334,0.335,0.3,12.63,2019-12-24,0.145,early,11,19.000000000000004,15.5,0.5671641791044777,0.5166666666666667,463.5,0.04099244875943906,1.3602039815632052,0.01558139534883721,True,False,False,False
0.1,,2019-12-20,2020-01-17,28,22.0,0.1057,0.32,0.3,12.51,2020-01-02,0.105,early,13,21.500000000000004,19.5,0.6718750000000001,0.65,472.00000000000006,0.04555084745762712,1.2789276401564538,0.014545454545454545,True,False,False,False
0.1,,2019-12-27,2020-01-24,28,20.0,0.1647,0.54,0.5,13.43,2020-01-02,0.235,early,6,30.500000000000004,26.5,0.5648148148148149,0.53,454.0,0.06718061674008811,4.086820851688693,0.027000000000000003,True,False,False,False
0.1,,2020-01-03,2020-01-31,28,23.5,0.1187,0.27,0.24,14.02,2020-01-08,0.105,early,5,16.500000000000004,13.5,0.6111111111111113,0.5625,497.0,0.033199195171026166,2.42354124748491,0.01148936170212766,True,False,False,False
0.1,,2020-01-10,2020-02-07,28,20.0,0.0986,0.18,0.16,12.56,2020-01-22,0.08,early,12,10.0,8.0,0.5555555555555556,0.5,418.0,0.023923444976076555,0.7276714513556618,0.009,True,False,False,False
0.1,,2020-01-17,2020-02-14,28,17.5,0.0934,0.215,0.19,12.1,2020-02-05,0.085,early,19,13.0,10.5,0.6046511627906976,0.5526315789473685,371.5,0.034993270524899055,0.6722391442941135,0.012285714285714285,True,False,False,False
0.1,,2020-01-24,2020-02-21,28,21.0,0.0965,0.31,0.29,14.56,2020-02-04,0.145,early,11,16.5,14.499999999999998,0.532258064516129,0.5,451.0,0.036585365853658534,1.2139689578713968,0.014761904761904763,True,False,False,False
0.1,,2020-02-07,2020-03-06,28,20.0,0.1263,0.26,0.23,15.47,2020-02-12,0.115,early,5,14.500000000000002,11.5,0.5576923076923077,0.5,426.0,0.034037558685446015,2.484741784037559,0.013000000000000001,True,False,False,False
0.1,,2020-02-14,2020-03-13,28,19.0,0.1082,0.2,0.18,13.68,2020-03-13,39.09,expiry,28,-3889.0,-3891.0000000000005,-194.45,-216.16666666666669,400.0,-9.7225,-126.73973214285715,0.010526315789473684,False,False,False,False
0.1,,2020-02-21,2020-03-20,28,27.0,0.0994,0.215,0.19,17.08,2020-03-20,63.53,expiry,28,-6331.5,-6334.0,-294.48837209302326,-333.36842105263156,561.5,-11.276046304541406,-146.9913178984862,0.007962962962962963,False,False,False,False
0.1,,2020-04-17,2020-05-15,28,96.0,0.0973,0.84,0.75,38.15,2020-04-28,0.275,early,11,56.49999999999999,47.5,0.6726190476190476,0.6333333333333333,2004.0000000000002,0.02819361277445109,0.9355153329704226,0.008749999999999999,True,False,False,False
0.1,,2020-05-08,2020-06-12,35,65.0,0.1669,1.56,1.43,27.98,2020-05-26,0.485,early,18,107.50000000000001,94.5,0.6891025641025642,0.6608391608391608,1456.0,0.0738324175824176,1.4971573565323568,0.024,True,False,False,False
0.1,,2020-05-15,2020-06-19,35,110.0,0.1027,1.21,1.11,31.89,2020-05-18,0.505,early,3,70.5,60.50000000000001,0.5826446280991735,0.545045045045045,2321.0,0.03037483843171047,3.695605342524774,0.011,True,False,False,False
0.1,,2020-05-22,2020-06-19,28,85.0,0.0943,0.845,0.79,28.16,2020-05-27,0.35,early,5,49.5,44.00000000000001,0.5857988165680473,0.5569620253164558,1784.5,0.027738862426449986,2.0249369571308486,0.009941176470588235,True,False,False,False
0.1,,2020-06-19,2020-07-17,28,95.0,0.1463,1.74,1.53,35.12,2020-06-23,0.705,early,4,103.50000000000001,82.5,0.5948275862068967,0.5392156862745098,2074.0,0.049903567984570886,4.553700578592093,0.01831578947368421,True,False,False,False
0.1,,2020-07-10,2020-08-07,28,55.0,0.1168,1.165,1.02,27.29,2020-07-20,0.35,early,10,81.5,67.0,0.6995708154506438,0.6568627450980392,1216.5,0.06699547883271681,2.4453349773941637,0.021181818181818184,True,False,False,False
0.1,,2020-07-17,2020-08-21,35,65.0,0.1382,1.01,0.99,25.68,2020-07-27,0.47,early,10,54.0,52.0,0.5346534653465347,0.5252525252525253,1401.0,0.03854389721627409,1.4068522483940042,0.01553846153846154,True,False,False,False
0.1,,2020-07-24,2020-08-21,28,65.0,0.1165,0.82,0.78,25.84,2020-07-29,0.345,early,5,47.5,43.50000000000001,0.5792682926829268,0.5576923076923078,1382.0,0.034370477568740954,2.5090448625180897,0.012615384615384615,True,False,False,False
0.1,,2020-07-31,2020-08-28,28,55.0,0.1364,0.77,0.68,24.46,2020-08-05,0.265,early,5,50.5,41.5,0.6558441558441559,0.6102941176470589,1177.0,0.04290569243840272,3.1321155480033984,0.014,True,False,False,False
0.1,,2020-08-07,2020-09-04,28,40.0,0.1023,0.745,0.7,22.21,2020-08-13,0.305,early,6,44.0,39.49999999999999,0.5906040268456376,0.5642857142857142,874.5,0.050314465408805034,3.060796645702306,0.018625,True,False,False,False
0.1,,2020-08-14,2020-09-11,28,40.0,0.118,0.595,0.53,22.05,2020-09-09,0.055,early,26,53.99999999999999,47.5,0.9075630252100839,0.8962264150943396,859.5,0.06282722513089005,0.8819975835682642,0.014875,True,False,False,False
0.1,,2020-08-21,2020-09-18,28,55.0,0.1011,0.43,0.42,22.54,2020-09-09,0.085,early,19,34.5,33.5,0.8023255813953488,0.7976190476190477,1143.0,0.030183727034120734,0.5798452824975825,0.007818181818181818,True,False,False,False
0.1,,2020-08-28,2020-09-25,28,41.0,0.1394,0.725,0.64,22.96,2020-09-14,0.29,early,17,43.5,35.0,0.6,0.546875,892.5000000000001,0.04873949579831932,1.046465645081562,0.01768292682926829,True,False,False,False
