date,t,sym,kind,out_of_play,gated,px,stop,tags,spy,rs_spy,rs_grp,ext21,level_type,day_state_logged,stopped,t_stop,R,mfe_R,risk_pct
2026-09-03,09:54,RGTI,FBO,False,True,15.04,15.36,STOP IN NOISE|[PRICE],0.04,0.6,-1.3,-1.4,PRICE,,False,,-0.48,0.33,2.13
2026-09-03,09:54,SPCX,ORB9,False,False,148.46,147.8,light vol,0.04,,,1.4,,,True,09:56,-1.0,0.72,0.44
2026-09-03,09:54,TGTX,FBO,False,True,57.26,58.62,[PRICE],0.04,0.1,1.2,1.6,PRICE,,False,,0.4,0.79,2.38
2026-09-03,09:57,BE,UR,False,True,219.5,212.12,tagged,-0.02,0.5,,0.2,,,False,,2.14,2.56,3.36
2026-09-03,09:58,ASML,UR,False,False,1636.28,1619.34,undercut PDL|still below 9 EMA,0.01,-3.3,-0.9,-2.4,,,False,,0.6,1.18,1.04
2026-09-03,09:58,PANW,UR,False,False,326.8,321.42,deep flush|still below 9 EMA,0.01,-1.1,-2.3,-1.9,,,False,,0.97,0.99,1.65
2026-09-03,09:59,DELL,ORB9,False,False,507.49,494.66,,0.03,,,2.0,,,False,,0.6,1.82,2.53
2026-09-03,09:59,MRVL,BIR,False,True,206.43,209.43,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],0.03,-0.6,2.0,-1.2,PRICE,,True,11:00,-1.0,0.76,1.45
2026-09-03,09:59,TSLA,FBO,False,True,372.09,379.55,was an ORB9 long|STRONGEST IN GROUP|[PRICE],0.03,3.6,3.0,1.9,PRICE,,True,10:25,-1.0,0.26,2.0
2026-09-03,10:03,MU,UR,False,True,938.79,918.88,undercut PDL|still below 9 EMA,-0.08,-2.3,1.2,0.1,,,False,,0.98,1.03,2.12
2026-09-03,10:04,BE,FBO,False,False,218.61,226.48,[PRICE],-0.14,0.2,,0.2,PRICE,,True,11:02,-1.0,0.44,3.6
2026-09-03,10:04,CF,UR,False,True,136.66,135.36,deep flush,-0.14,-2.3,,2.0,,,False,,0.91,1.56,0.95
2026-09-03,10:04,GLW,BIR,False,True,140.85,144.69,STRONGEST IN GROUP|[MA],-0.14,-2.7,2.8,-1.7,MA,,True,11:02,-1.0,0.14,2.73
2026-09-03,10:04,HPE,UR,False,True,48.34,45.7,undercut PDL|still below 9 EMA,-0.14,-7.1,-7.6,-1.7,,,False,,2.31,2.48,5.46
2026-09-03,10:04,HPE,BIR,False,False,48.34,50.33,[MA],-0.14,-7.1,-7.6,-1.7,MA,,True,13:19,-1.0,0.24,4.12
2026-09-03,10:04,IREN,FBO,False,False,39.31,40.47,STOP IN NOISE|[PRICE],-0.14,-1.1,1.3,-0.2,PRICE,,True,10:45,-1.0,0.11,2.95
2026-09-03,10:04,LITE,BIR,False,False,821.9,881.01,[MA],-0.14,-6.0,-1.7,-0.7,MA,,False,,-0.42,0.05,7.19
2026-09-03,10:04,XHB,FBO,False,False,101.44,103.42,[PRICE],-0.14,-0.1,,-2.2,PRICE,,False,,-0.42,0.21,1.95
2026-09-03,10:05,DRAM,UR,False,True,55.05,54.28,undercut PDL|still below 9 EMA,-0.12,-2.5,0.8,-0.3,,,False,,1.32,1.48,1.4
2026-09-03,10:05,MRVL,UR,False,True,205.25,201.1,undercut PDL|still below 9 EMA,-0.12,-1.0,2.0,-1.3,,,False,,0.87,1.81,2.02
2026-09-03,10:09,IWM,FBO,False,False,293.94,296.43,[PRICE],-0.16,-0.4,,-1.4,PRICE,,False,,-0.5,0.2,0.85
2026-09-03,10:14,BE,FBO,False,False,216.51,226.48,[PRICE],-0.08,-0.8,,0.1,PRICE,,True,11:02,-1.0,0.0,4.6
2026-09-03,10:15,AMD,UR,False,True,447.88,440.5,undercut PDL|still below 9 EMA,-0.06,-2.4,0.3,-1.8,,,False,,1.13,1.61,1.65
2026-09-03,10:16,GH,UR,False,True,162.39,160.12,tagged|still below 9 EMA,-0.08,-0.8,-0.3,-0.0,,,True,12:11,-1.0,0.07,1.4
2026-09-03,10:17,INTC,UR,False,True,89.11,87.72,deep flush|still below 9 EMA,-0.07,-1.5,1.0,-1.0,,,False,,1.83,2.35,1.56
2026-09-03,10:17,TSM,UR,False,True,410.34,407.81,undercut PDL|still below 9 EMA,-0.07,-1.7,0.7,-0.8,,,False,,2.64,2.75,0.62
2026-09-03,10:19,XHB,BIR,False,False,101.32,103.42,[VWAP],-0.02,-0.3,,-2.3,VWAP,,False,,-0.45,0.14,2.07
2026-09-03,10:29,FTNT,BIR,False,False,156.66,159.14,STOP IN NOISE|[MA],-0.04,0.9,-0.8,-0.5,MA,,False,,0.13,0.45,1.58
2026-09-03,10:30,TXG,UR,False,True,61.31,60.35,tagged|still below 9 EMA,-0.0,-1.0,-0.3,0.6,,,False,,1.97,2.69,1.57
2026-09-03,10:34,ANET,BIR,False,True,188.81,191.36,STOP IN NOISE|STRONGEST IN GROUP|[MA],-0.14,1.1,3.1,-0.3,MA,,True,11:33,-1.0,0.52,1.35
2026-09-03,10:34,MRVL,BIR,False,True,206.71,209.58,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],-0.14,-0.2,2.2,-1.2,PRICE,,True,11:00,-1.0,0.19,1.39
2026-09-03,10:34,NVDA,FBO,False,True,226.35,229.68,STRONGEST IN GROUP|[PRICE],-0.14,0.5,3.0,1.6,PRICE,,True,13:41,-1.0,0.28,1.47
2026-09-03,10:34,P,BIR,False,False,93.76,95.38,STOP IN NOISE|[PRICE],-0.14,1.1,-3.1,-0.7,PRICE,,True,11:03,-1.0,0.19,1.73
2026-09-03,10:39,ADBE,FBO,False,False,285.98,293.92,[PRICE],-0.1,1.8,-2.0,1.5,PRICE,,False,,0.03,0.27,2.78
2026-09-03,10:41,AAOI,UR,False,True,99.34,96.96,undercut PDL|still below 9 EMA,-0.06,-4.1,-0.9,-1.6,,,False,,0.36,1.6,2.4
2026-09-03,10:41,LITE,UR,False,True,836.76,818.89,undercut PDL|still below 9 EMA,-0.06,-4.3,-1.5,-0.5,,,False,,0.57,1.3,2.14
2026-09-03,10:47,QCOM,UR,False,True,166.63,164.88,undercut PDL,-0.05,-2.4,-0.6,0.3,,,False,,1.11,1.94,1.05
2026-09-03,10:54,CRM,FBO,False,False,263.4,269.32,[PRICE],-0.04,2.1,-1.2,5.2,PRICE,,False,,-0.17,0.09,2.25
2026-09-03,10:59,BMNR,ORB9,False,False,25.82,25.56,,0.05,,,3.2,,,True,11:12,-1.0,0.1,1.01
2026-09-03,10:59,CRCL,ORB9,False,False,100.53,99.33,,0.05,,,3.1,,,False,,2.26,2.29,1.19
2026-09-03,10:59,HOOD,ORB9,False,False,123.36,122.41,GAP,0.05,,,4.2,,,True,11:28,-1.0,0.44,0.77
2026-09-03,10:59,IBIT,ORB9,False,False,45.66,45.38,,0.05,,,4.8,,,False,,2.45,2.54,0.61
2026-09-03,10:59,IONQ,BIR,False,True,39.41,39.97,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.05,4.2,2.6,-0.6,MA,,False,,0.68,1.17,1.42
2026-09-03,11:04,BE,ORB9,False,False,228.88,222.42,light vol,0.2,,,0.8,,,False,,0.99,1.48,2.82
2026-09-03,11:09,INTC,BIR,False,True,89.96,91.25,STOP IN NOISE|[MA],0.22,-0.8,0.3,-0.8,MA,,True,12:58,-1.0,0.12,1.43
2026-09-03,11:11,HNGE,UR,False,False,90.3,88.82,undercut PDL,0.28,-2.5,-2.7,0.5,,,False,,0.3,0.65,1.64
2026-09-03,11:19,CRWD,BIR,False,True,212.45,214.87,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],0.36,3.5,3.0,0.5,PRICE,,True,15:58,-1.0,0.35,1.14
2026-09-03,11:19,FTNT,BIR,False,True,157.91,159.19,STOP IN NOISE|[MA],0.36,1.3,0.0,-0.3,MA,,False,,1.23,1.84,0.81
2026-09-03,11:34,DINO,FBO,False,True,106.52,108.67,[PRICE],0.42,-0.6,-0.7,3.0,PRICE,,False,,0.18,0.28,2.02
2026-09-03,11:44,IONQ,BIR,False,True,39.48,40.02,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.37,3.9,2.6,-0.6,MA,,False,,0.83,1.34,1.37
2026-09-03,11:48,NTRA,UR,False,False,323.36,320.01,tagged|still below 9 EMA,0.4,-1.6,-1.1,0.7,,,False,,1.29,1.32,1.04
2026-09-03,11:54,CRWD,BIR,False,True,212.56,215.14,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],0.42,3.4,2.5,0.5,PRICE,,False,,-0.93,0.17,1.21
2026-09-03,12:04,NET,BIR,False,True,281.99,285.12,STOP IN NOISE|[PRICE],0.36,2.4,0.8,-0.5,PRICE,,True,12:30,-1.0,0.32,1.11
2026-09-03,12:09,ANET,BIR,False,True,191.27,192.69,STOP IN NOISE|STRONGEST IN GROUP|[MA],0.32,1.8,1.5,0.0,MA,,False,,-0.12,0.85,0.74
2026-09-03,12:09,AXTI,UR,False,False,55.75,52.76,undercut PDL|still below 9 EMA,0.32,-3.1,-2.0,-1.4,,,False,,0.16,0.3,5.36
2026-09-03,12:14,CBRS,BIR,False,True,185.79,190.27,STOP IN NOISE|[MA],0.33,-0.3,-1.2,-0.8,MA,,True,14:38,-1.0,0.04,2.41
2026-09-03,12:24,RGTI,BIR,False,True,15.06,15.41,[VWAP],0.3,0.3,-1.7,-1.4,VWAP,,False,,-0.39,0.31,2.32
2026-09-03,12:26,DE,UR,False,False,695.56,689.11,deep flush,0.27,-1.3,,3.2,,,True,14:09,-1.0,0.61,0.93
2026-09-03,13:04,NET,BIR,False,True,282.8,286.8,STOP IN NOISE|[PRICE],0.31,2.7,1.2,-0.5,PRICE,,True,14:36,-1.0,0.05,1.41
2026-09-03,13:29,P,BIR,False,True,97.02,98.06,STOP IN NOISE|[MA],0.28,4.0,0.4,-0.2,MA,,True,15:58,-1.0,0.13,1.07
2026-09-03,14:19,AMZN,BIR,False,True,258.99,259.99,STOP IN NOISE|[MA],0.38,0.5,-1.0,-0.1,MA,,False,,0.09,0.58,0.39
2026-09-03,14:24,TSM,BIR,False,True,415.65,417.61,STOP IN NOISE|[MA],0.38,-1.1,-0.4,-0.2,MA,,False,,-0.69,0.22,0.47
2026-09-03,15:14,LRCX,BIR,False,True,290.57,292.72,STOP IN NOISE|[PRICE],0.29,-0.3,0.6,-1.5,PRICE,,True,15:59,-1.0,0.52,0.74
2026-09-04,09:40,LRCX,UR,False,True,303.99,297.38,tagged,-0.03,4.0,1.2,-0.3,,,False,,0.55,0.95,2.17
2026-09-04,09:40,NTRA,UR,False,True,325.52,323.42,opened below|still below 9 EMA,-0.03,-0.5,0.7,0.8,,,False,,1.15,1.68,0.65
2026-09-04,09:40,UNH,UR,False,True,399.61,397.05,tagged,-0.03,-0.2,0.1,-0.0,,,True,10:42,-1.0,1.02,0.64
2026-09-04,09:43,IBIT,UR,False,True,44.95,44.71,deep flush,-0.0,-2.9,1.8,3.3,,,True,10:44,-1.0,0.75,0.53
2026-09-04,09:46,HOOD,UR,False,True,121.5,119.82,deep flush,-0.01,-2.5,1.9,3.1,,,False,,0.34,1.9,1.38
2026-09-04,09:47,BMNR,UR,False,True,25.07,24.71,deep flush,-0.0,-5.1,-1.8,2.1,,,True,10:43,-1.0,0.25,1.44
2026-09-04,09:47,DINO,UR,False,True,104.2,103.5,undercut PDL,-0.0,-1.7,-1.6,2.2,,,True,09:55,-1.0,0.11,0.67
2026-09-04,09:49,ALAB,ORB9,False,False,315.24,310.11,,0.02,,,1.0,,,True,09:52,-1.0,0.15,1.63
2026-09-04,09:49,CBRS,ORB9,False,False,202.76,199.1,,0.02,,,0.4,,,False,,1.96,3.86,1.81
2026-09-04,09:50,HPE,UR,False,True,53.72,51.61,tagged,-0.0,-1.2,-4.8,0.3,,,True,15:13,-1.0,0.4,3.93
2026-09-04,09:50,ILMN,UR,False,True,217.41,213.95,tagged,-0.0,-1.8,-0.8,0.9,,,False,,0.21,0.63,1.59
2026-09-04,09:50,P,UR,False,True,98.47,96.67,tagged,-0.0,0.4,2.4,0.1,,,False,,0.54,0.63,1.83
2026-09-04,09:52,CF,UR,False,True,133.62,131.64,undercut PDL,-0.02,-2.9,,1.3,,,False,,-0.16,0.78,1.48
2026-09-04,09:54,AMZN,FBO,False,True,257.94,261.65,[PRICE],0.0,-0.3,1.5,-0.3,PRICE,,False,,-0.15,0.71,1.44
2026-09-04,09:54,IWM,BIR,False,True,294.66,295.46,STOP IN NOISE|[MA],0.0,-0.1,,-1.0,MA,,True,10:21,-1.0,0.16,0.27
2026-09-04,09:54,NVDA,ORB9,False,False,234.5,233.9,light vol,0.0,,,2.9,,,True,10:02,-1.0,0.27,0.26
2026-09-04,09:54,OKTA,FBO,False,True,169.84,173.7,STRONGEST IN GROUP|[PRICE],0.0,-0.2,1.8,2.2,PRICE,,False,,-0.18,0.27,2.27
2026-09-04,09:54,RGTI,FBO,False,True,15.22,15.55,STOP IN NOISE|[PRICE],0.0,0.4,0.5,-1.2,PRICE,,False,,0.03,0.64,2.17
2026-09-04,09:55,HNGE,UR,False,False,90.66,89.41,opened below,0.02,-0.0,-0.1,0.5,,,False,,1.43,1.98,1.38
2026-09-04,09:56,QBTS,UR,False,False,16.65,16.43,undercut PDL|still below 9 EMA,0.0,-0.9,-1.8,-1.8,,,False,,-0.32,0.59,1.32
2026-09-04,09:58,FTNT,UR,False,False,156.82,154.0,undercut PDL|still below 9 EMA,0.0,0.4,0.3,-0.4,,,False,,-0.19,0.52,1.8
2026-09-04,09:59,CRCL,UR,False,True,98.7,97.1,deep flush,-0.01,-4.3,-0.7,2.4,,,False,,2.06,2.55,1.62
2026-09-04,10:09,PANW,BIR,False,False,333.22,340.71,[MA],-0.1,0.6,0.7,-1.3,MA,,False,,0.0,0.48,2.25
2026-09-04,10:09,WDC,BIR,False,False,462.98,470.98,STOP IN NOISE|[MA],-0.1,5.1,0.3,-0.2,MA,,False,,-0.54,0.94,1.73
2026-09-04,10:11,ANET,UR,False,True,194.98,190.56,tagged,-0.13,2.1,-0.6,0.5,,,False,,-0.28,0.07,2.27
2026-09-04,10:19,AMD,BIR,False,False,470.33,475.49,STOP IN NOISE|[MA],-0.15,3.4,-1.6,-0.3,MA,,True,12:44,-1.0,0.76,1.1
2026-09-04,10:19,AMZN,BIR,False,True,257.65,261.65,STRONGEST IN GROUP|[VWAP],-0.15,-0.2,1.9,-0.4,VWAP,,False,,-0.22,0.59,1.55
2026-09-04,10:19,NBIS,BIR,False,False,214.61,219.5,STOP IN NOISE|[MA],-0.15,2.2,0.6,-0.0,MA,,True,14:38,-1.0,0.17,2.28
2026-09-04,10:22,TXG,UR,False,True,61.98,60.99,tagged|still below 9 EMA,-0.12,-1.7,-0.4,0.7,,,False,,0.67,1.14,1.6
2026-09-04,10:24,AMD,BIR,False,False,468.23,475.52,[MA],-0.12,2.9,-1.9,-0.4,MA,,True,12:44,-1.0,0.25,1.56
2026-09-04,10:24,GLW,BIR,False,False,149.56,152.69,[MA],-0.12,2.7,-1.2,-0.4,MA,,True,11:49,-1.0,0.06,2.09
2026-09-04,10:24,LITE,BIR,False,False,862.51,884.49,STOP IN NOISE|[MA],-0.12,2.1,-2.0,-0.1,MA,,True,12:58,-1.0,0.21,2.55
2026-09-04,10:24,LRCX,BIR,False,False,305.85,311.54,[MA],-0.12,4.8,0.2,-0.2,MA,,False,,-0.31,0.82,1.86
2026-09-04,10:29,LRCX,FBO,False,False,305.7,311.54,[PRICE],-0.1,4.7,-0.0,-0.2,PRICE,,False,,-0.33,0.77,1.91
2026-09-04,10:34,FTNT,BIR,False,False,157.09,159.13,STOP IN NOISE|[MA],-0.15,0.8,0.7,-0.3,MA,,False,,0.4,0.7,1.3
2026-09-04,10:34,PANW,FBO,False,False,330.9,340.71,[PRICE],-0.15,-0.0,-0.4,-1.5,PRICE,,False,,-0.24,0.13,2.96
2026-09-04,10:39,XHB,BIR,False,False,102.88,103.34,STOP IN NOISE|[PRICE],-0.1,0.9,,-1.3,PRICE,,True,12:11,-1.0,0.8,0.45
2026-09-04,10:44,ASML,BIR,False,False,1711.87,1725.62,STOP IN NOISE|[MA],-0.2,4.4,-0.4,-0.3,MA,,False,,-0.23,0.97,0.8
2026-09-04,10:44,COHR,BIR,False,True,278.76,285.86,STOP IN NOISE|STRONGEST IN GROUP|[MA],-0.2,5.8,2.5,-0.7,MA,,False,,-0.45,0.08,2.55
2026-09-04,10:44,MRVL,BIR,False,False,217.09,220.53,STOP IN NOISE|[MA],-0.2,4.3,-0.4,-0.3,MA,,True,10:56,-1.0,0.19,1.58
2026-09-04,10:44,WDC,FBO,False,False,457.66,470.98,[PRICE],-0.2,4.0,-1.0,-0.4,PRICE,,False,,-0.72,0.16,2.91
2026-09-04,10:49,AMD,FBO,False,False,467.27,475.52,[PRICE],-0.26,2.9,-1.9,-0.5,PRICE,,True,12:44,-1.0,0.01,1.77
2026-09-04,10:49,IWM,BIR,False,False,295.01,296.15,[MA],-0.26,0.4,,-0.9,MA,,True,12:20,-1.0,0.14,0.39
2026-09-04,10:49,NVDA,FBO,False,False,233.06,235.38,STOP IN NOISE|was an ORB9 long|[PRICE],-0.26,2.5,-2.3,2.6,PRICE,,False,,1.17,1.48,1.0
2026-09-04,10:49,TER,BIR,False,False,353.51,360.86,[MA],-0.26,4.8,0.3,-0.6,MA,,False,,-0.51,0.05,2.08
2026-09-04,10:49,TER,FBO,False,False,353.51,360.86,[PRICE],-0.26,4.8,0.3,-0.6,PRICE,,False,,-0.51,0.05,2.08
2026-09-04,11:14,DE,FBO,False,False,697.33,704.65,STOP IN NOISE|[PRICE],-0.18,0.8,,2.9,PRICE,,False,,0.51,0.68,1.05
2026-09-04,11:20,ADBE,UR,False,True,268.05,263.93,undercut PDL|still below 9 EMA,-0.25,-5.7,-5.0,-0.5,,,False,,-0.38,0.35,1.54
2026-09-04,11:24,MRVL,BIR,False,False,220.22,223.23,STOP IN NOISE|[MA],-0.24,6.0,0.8,-0.0,MA,,True,15:51,-1.0,0.15,1.37
2026-09-04,11:36,RVMD,UR,False,True,209.04,207.48,opened below|still below 9 EMA,-0.22,-0.4,0.6,0.3,,,False,,0.72,0.74,0.75
2026-09-04,11:45,NOW,UR,False,True,141.58,138.8,undercut PDL,-0.12,-2.3,-1.4,1.8,,,False,,-0.12,0.23,1.96
2026-09-04,12:39,AXTI,BIR,False,True,61.53,63.11,STOP IN NOISE|STRONGEST IN GROUP|[MA],-0.01,9.8,4.8,-0.5,MA,,False,,-0.07,0.59,2.57
2026-09-04,12:44,GLW,BIR,False,True,151.72,153.99,STOP IN NOISE|[MA],0.01,4.2,-1.0,-0.1,MA,,True,15:55,-1.0,0.01,1.5
2026-09-04,13:04,AXTI,BIR,False,True,61.34,63.18,STOP IN NOISE|STRONGEST IN GROUP|[MA],-0.05,9.5,4.5,-0.6,MA,,False,,-0.16,0.41,3.0
2026-09-04,13:04,XHB,BIR,False,False,103.26,103.71,STOP IN NOISE|[MA],-0.05,1.3,,-1.1,MA,,False,,0.07,0.3,0.44
2026-09-08,09:40,AMZN,UR,False,True,256.86,254.95,undercut PDL|still below 9 EMA,-0.15,-0.3,0.2,-0.5,,,True,10:02,-1.0,0.38,0.74
2026-09-08,09:40,GOOGL,UR,False,True,336.15,334.73,undercut PDL|still below 9 EMA,-0.15,-0.4,0.2,-1.2,,,True,09:45,-1.0,0.09,0.42
2026-09-08,09:40,TGTX,UR,False,True,55.12,54.09,undercut PDL|still below 9 EMA,-0.15,-1.2,-0.5,0.5,,,False,,0.61,0.78,1.87
2026-09-08,09:41,UNH,UR,False,True,393.56,390.44,undercut PDL|still below 9 EMA,-0.17,-0.6,0.6,-0.8,,,False,,2.34,3.31,0.79
2026-09-08,09:44,HOOD,UR,False,True,122.85,120.45,deep flush,-0.16,1.0,3.3,3.0,,,True,13:00,-1.0,0.65,1.95
2026-09-08,09:45,PANW,UR,False,True,330.0,325.32,undercut PDL|still below 9 EMA,-0.1,-0.6,0.4,-1.4,,,False,,1.46,2.01,1.42
2026-09-08,09:47,OKTA,UR,False,True,168.8,167.17,undercut PDL,-0.13,-0.7,0.5,1.8,,,True,09:52,-1.0,0.39,0.97
2026-09-08,09:51,DE,UR,False,True,686.7,681.03,undercut PDL,-0.14,-0.6,,2.2,,,True,11:45,-1.0,0.68,0.83
2026-09-08,09:54,GH,FBO,False,True,163.31,167.46,STRONGEST IN GROUP|[PRICE],-0.1,1.5,2.4,0.1,PRICE,,False,,0.53,0.74,2.54
2026-09-08,09:54,IONQ,BIR,False,False,43.11,44.68,[MA],-0.1,9.5,1.1,1.1,MA,,False,,1.68,2.33,3.64
2026-09-08,09:54,P,FBO,False,False,98.52,102.95,[PRICE],-0.1,-0.6,1.1,0.1,PRICE,,False,,-0.59,0.19,4.5
2026-09-08,09:54,RGTI,BIR,False,False,16.38,17.14,[MA],-0.1,8.1,-1.1,0.2,MA,,False,,0.72,1.33,4.64
2026-09-08,09:55,HNGE,UR,False,True,91.47,90.08,tagged,-0.03,-0.7,-0.3,0.7,,,False,,0.95,1.46,1.52
2026-09-08,09:55,NTRA,UR,False,True,325.73,321.21,undercut PDL|still below 9 EMA,-0.03,-0.5,-0.1,0.8,,,False,,-0.3,1.25,1.39
2026-09-08,09:56,ALAB,UR,False,True,301.35,296.49,tagged,-0.04,-2.6,-5.7,0.1,,,True,12:16,-1.0,1.08,1.61
2026-09-08,09:56,TXG,UR,False,True,62.12,61.36,opened below|still below 9 EMA,-0.04,-0.5,-0.3,0.7,,,False,,4.59,5.14,1.22
2026-09-08,09:57,FTNT,UR,False,True,153.62,152.0,undercut PDL|still below 9 EMA,-0.02,-1.4,-0.4,-0.8,,,False,,2.38,2.55,1.05
2026-09-08,09:57,MU,UR,False,True,1024.92,1009.16,deep flush,-0.02,1.1,-1.9,1.9,,,True,15:09,-1.0,0.23,1.54
2026-09-08,10:00,CRCL,UR,False,True,99.04,97.15,deep flush,-0.08,-2.6,-1.8,2.1,,,True,12:53,-1.0,0.58,1.91
2026-09-08,10:04,AMZN,BIR,False,False,255.18,258.22,[MA],-0.13,-0.9,-0.3,-0.8,MA,,False,,-0.58,0.14,1.19
2026-09-08,10:04,IBIT,UR,False,True,44.15,43.91,undercut PDL|still below 9 EMA,-0.13,-2.0,-0.9,2.1,,,False,,1.04,2.33,0.54
2026-09-08,10:07,ADBE,UR,False,True,257.95,255.07,undercut PDL|still below 9 EMA,-0.17,-2.7,-1.3,-1.5,,,True,14:47,-1.0,0.16,1.12
2026-09-08,10:07,NFLX,UR,False,True,76.59,75.92,undercut PDL|still below 9 EMA,-0.17,-1.7,-1.5,-1.1,,,False,,0.28,0.51,0.87
2026-09-08,10:09,FTNT,BIR,False,False,152.62,155.24,[MA],-0.19,-1.9,-0.7,-1.0,MA,,True,11:25,-1.0,0.06,1.72
2026-09-08,10:09,MU,FBO,False,False,1017.21,1045.75,[PRICE],-0.19,0.5,-2.1,1.7,PRICE,,False,,0.61,0.69,2.81
2026-09-08,10:09,NET,BIR,False,True,277.68,281.74,STOP IN NOISE|STRONGEST IN GROUP|[MA],-0.19,0.0,2.0,-0.7,MA,,True,11:33,-1.0,0.14,1.46
2026-09-08,10:09,WDC,FBO,False,False,466.6,487.31,[PRICE],-0.19,0.3,-2.4,-0.1,PRICE,,True,13:23,-1.0,0.03,4.44
2026-09-08,10:10,SPCX,UR,False,True,147.63,145.14,undercut PDL,-0.21,0.3,,1.2,,,False,,2.34,2.96,1.69
2026-09-08,10:14,ADBE,BIR,False,False,256.31,263.74,[MA],-0.17,-3.3,-1.9,-1.7,MA,,False,,-0.13,0.28,2.9
2026-09-08,10:14,QBTS,BIR,False,False,17.95,18.57,[MA],-0.17,8.7,1.2,-0.3,MA,,False,,0.43,0.77,3.45
2026-09-08,10:14,RVMD,UR,False,True,210.25,206.47,undercut PDL|still below 9 EMA,-0.17,0.6,1.4,0.4,,,True,15:50,-1.0,0.73,1.8
2026-09-08,10:20,PLTR,UR,False,True,172.93,170.7,undercut PDL|still below 9 EMA,-0.12,-0.3,1.4,0.1,,,True,12:23,-1.0,0.2,1.29
2026-09-08,10:24,BE,FBO,False,False,273.0,280.99,[PRICE],-0.06,8.4,,3.3,PRICE,,True,11:46,-1.0,0.24,2.93
2026-09-08,10:24,WDC,UR,False,True,474.79,464.54,tagged,-0.06,2.0,-1.1,0.2,,,False,,0.24,1.41,2.16
2026-09-08,10:25,QCOM,UR,False,True,177.9,173.15,deep flush|GAP,-0.07,5.8,2.4,2.5,,,True,15:19,-1.0,0.03,2.67
2026-09-08,10:29,NFLX,BIR,False,False,76.41,77.95,[VWAP],-0.11,-1.9,-1.7,-1.2,VWAP,,False,,-0.24,0.05,2.02
2026-09-08,10:44,HPE,BIR,False,True,54.23,55.13,STOP IN NOISE|STRONGEST IN GROUP|[PRICE],-0.04,4.7,4.7,0.5,PRICE,,True,11:13,-1.0,0.19,1.66
2026-09-08,10:47,CRWD,UR,False,True,208.47,205.4,undercut PDL|still below 9 EMA,-0.04,-1.8,-1.6,0.0,,,False,,0.49,1.05,1.47
2026-09-08,10:54,AAOI,ORB9,False,False,116.65,115.87,,0.02,,,0.2,,,True,11:03,-1.0,0.32,0.67
2026-09-08,10:54,AMD,ORB9,False,False,499.43,498.43,,0.02,,,1.5,,,False,,6.1,12.93,0.2
2026-09-08,10:54,AXTI,ORB9,False,False,67.94,67.56,,0.02,,,0.4,,,True,11:04,-1.0,0.63,0.56
2026-09-08,10:54,BE,ORB9,False,False,276.03,275.3,,0.02,,,3.5,,,True,11:02,-1.0,1.97,0.26
2026-09-08,10:54,COHR,ORB9,False,False,312.69,309.42,,0.02,,,1.1,,,True,11:33,-1.0,0.92,1.05
2026-09-08,10:54,GLW,ORB9,False,False,167.23,166.38,,0.02,,,2.2,,,True,11:02,-1.0,0.22,0.51
2026-09-08,10:54,HALO,UR,False,False,107.73,106.07,undercut PDL|still below 9 EMA,0.02,-1.9,-1.7,1.5,,,False,,0.34,0.93,1.54
2026-09-08,10:54,INTC,ORB9,False,False,103.38,102.87,GAP,0.02,,,2.5,,,False,,2.08,5.31,0.49
2026-09-08,10:54,IREN,ORB9,False,False,47.84,47.54,light vol,0.02,,,2.5,,,True,15:24,-1.0,4.83,0.63
2026-09-08,10:54,LITE,ORB9,False,False,975.36,967.65,,0.02,,,1.6,,,False,,0.37,3.22,0.79
2026-09-08,10:54,SKHY,ORB9,False,False,187.56,187.52,,0.02,,,3.7,,,True,10:55,-1.0,8.5,0.02
2026-09-08,10:54,SMTC,ORB9,False,False,160.44,159.33,light vol,0.02,,,2.6,,,True,11:06,-1.0,1.56,0.69
2026-09-08,10:54,TSLA,ORB9,False,False,364.35,363.56,,0.02,,,1.0,,,False,,4.67,7.15,0.22
2026-09-08,11:03,CRM,UR,False,False,249.01,246.55,undercut PDL,0.04,-3.6,-2.6,2.6,,,True,14:31,-1.0,1.0,0.99
2026-09-08,11:04,AAOI,BIR,False,True,115.97,117.94,STOP IN NOISE|[MA],0.03,10.2,0.3,0.2,MA,,False,,2.3,2.52,1.7
2026-09-08,11:10,NOW,UR,False,False,134.66,133.35,undercut PDL|still below 9 EMA,0.07,-4.4,-3.6,0.5,,,True,14:26,-1.0,0.8,0.97
2026-09-08,11:29,NBIS,ORB9,False,False,248.5,247.33,light vol,0.03,,,2.1,,,True,13:58,-1.0,5.33,0.47
2026-09-08,11:39,PANW,BIR,False,False,334.44,339.45,STOP IN NOISE|[MA],-0.01,0.7,0.7,-1.1,MA,,False,,-0.48,0.29,1.5
2026-09-08,12:39,RVMD,FBO,False,False,210.48,213.8,[PRICE],-0.07,0.6,0.0,0.4,PRICE,,False,,1.02,1.26,1.58
