entry,stop,exit,taken,skipped,fill%,avg_expo%,final_x,CAGR%,maxDD%,Sharpe,MAR
BOTH,1.5%,target 4R,319,0,100.0,2.3428220356338376,0.8603322039605116,-0.7999046818022437,-16.63549950570149,-0.16725073893926612,-0.04808419978781474
BOTH,10d low,close<10EMA,296,1,99.66329966329967,1.128366306706532,1.0601915970909719,0.3120693926655038,-2.188747428742799,0.26013074185043755,0.14257898767458715
BOTH,10d low,close<20EMA,292,5,98.31649831649831,1.9072878972088332,1.1377843292495997,0.6843697167470353,-2.9007000686235074,0.31786027784778337,0.23593260266711918
BOTH,10d low,close<50EMA,268,29,90.23569023569024,3.884918954042751,1.216481003652845,1.0439805625841014,-3.492384307630436,0.40608951891233214,0.2989306074658309
BOTH,10d low,hold 20d,293,4,98.65319865319866,1.9810356812631675,1.1725664616498381,0.8538756996500307,-2.4895625337423066,0.47887401998504886,0.3429822260244598
BOTH,10d low,target 2R,266,31,89.56228956228956,5.240145956482819,1.394243300818393,1.789071164714473,-3.305895005907278,0.5803952309915107,0.5411760390204758
BOTH,10d low,target 4R,237,60,79.79797979797979,7.791004340234215,1.4720885257837155,2.0346800469899007,-4.530179685432656,0.5561455346478055,0.4491389278735813
BOTH,2.0ATR,close<10EMA,319,0,100.0,2.294949067213705,1.1604424222881267,0.7963848118241135,-4.423106602332327,0.2863521734120372,0.18005101016651412
BOTH,2.0ATR,close<20EMA,316,3,99.05956112852665,3.571520928420396,1.3152585707422388,1.458450682945367,-5.22940357210957,0.3520520540253493,0.27889426831079706
BOTH,2.0ATR,close<50EMA,290,29,90.9090909090909,6.1549755443954455,1.4024770793903227,1.8013922601325838,-5.219442308488009,0.3754514471360868,0.3451311756436329
BOTH,2.0ATR,hold 20d,318,1,99.68652037617555,3.1119328330440914,1.2605736336748339,1.245015111154757,-4.971996627433317,0.3889960804404369,0.2504054617183979
BOTH,2.0ATR,target 2R,315,4,98.74608150470219,3.940739470030577,1.2314473501610341,1.1186305072169667,-6.413483713069912,0.332361286112979,0.1744185464971762
BOTH,2.0ATR,target 4R,301,18,94.35736677115987,6.518535064622997,1.429217422337991,1.916641424244836,-6.876003129360542,0.4390309480615461,0.2787435357701882
BOTH,20EMA,close<10EMA,316,2,99.37106918238993,1.5959042325010264,1.0538018678754815,0.2797483112796373,-3.12415796617731,0.17966692383801375,0.08954358720277344
BOTH,20EMA,close<20EMA,310,8,97.48427672955975,2.6450133534521707,1.1520996908923653,0.7509078398737712,-5.30564110947388,0.2556315937787489,0.14153008550332064
BOTH,20EMA,close<50EMA,283,35,88.99371069182389,4.98329708707224,1.2729394787995276,1.2763999057997077,-4.081088775070752,0.36216230824136153,0.3127596521782547
BOTH,20EMA,hold 20d,315,3,99.05660377358491,2.501811214286917,1.1356707207080554,0.6793132387859391,-5.075371679608676,0.29351006386874323,0.13384502292023584
BOTH,20EMA,target 2R,302,16,94.96855345911949,4.836079728730579,1.2676584628500445,1.2637960241131507,-4.2340862940122515,0.3945401305520519,0.29848140457136696
BOTH,20EMA,target 4R,267,51,83.9622641509434,7.315063686675009,1.4300519107183207,1.862301222515117,-6.988901805880476,0.4665028651109584,0.26646550119622125
BOTH,20d low,close<10EMA,168,0,100.0,0.5328925637153338,1.0170589193213835,0.09030380763079826,-1.751150298407611,0.11297329147174587,0.05156827926929802
BOTH,20d low,close<20EMA,168,0,100.0,0.8982050475646076,1.0869268732114037,0.445268925847353,-2.102784910683675,0.28349118421968816,0.2117520073427688
BOTH,20d low,close<50EMA,165,3,98.21428571428571,2.0135166862096763,1.1243861699125592,0.6305282776838839,-2.6309687995083153,0.31473788536368,0.23965631131837034
BOTH,20d low,hold 20d,168,0,100.0,0.9877850265197055,1.0905004430475287,0.4639980571053304,-1.974604926692547,0.43581369309555523,0.23498273038471787
BOTH,20d low,target 2R,162,6,96.42857142857143,4.0465688362773315,1.2246814038756713,1.0828107663782838,-3.045483284620032,0.4212302884065853,0.3555464486856903
BOTH,20d low,target 4R,154,14,91.66666666666667,5.412915486005463,1.3343943279674177,1.5372580835515626,-4.8573477219334364,0.519370613929601,0.3164809627711122
BOTH,3.0%,close<10EMA,319,0,100.0,3.558558558558551,0.9884388728557649,-0.06199705014349188,-11.776555596895733,0.007489997239892665,-0.005264446775917581
BOTH,3.0%,close<20EMA,319,0,100.0,4.793202293202285,1.3333669208304595,1.5317805249564609,-17.72322855906272,0.17790181574842526,0.08642784918401279
BOTH,3.0%,close<50EMA,319,0,100.0,7.03316953316953,1.3599993084365125,1.6291356531444423,-26.76964894228242,0.18818135716942522,0.06085756509758472
BOTH,3.0%,hold 20d,319,0,100.0,3.974201474201465,1.111968436291268,0.5669559468633789,-11.503286831934945,0.11251816479937138,0.04928643049127659
BOTH,3.0%,target 2R,319,0,100.0,1.9737919737919711,0.8759252162729223,-0.7046308605561546,-14.050639058562385,-0.20131148864931803,-0.05014938164871272
BOTH,3.0%,target 4R,319,0,100.0,2.9811629811629783,1.0713356444008657,0.3673554111118582,-8.688990716965206,0.09623605605778529,0.04227826028109327
BOTH,5.0%,close<10EMA,319,0,100.0,3.082309582309588,1.1575538082095038,0.7833382884588014,-6.618726125654051,0.21863030770244077,0.11835182081678795
BOTH,5.0%,close<20EMA,319,0,100.0,4.464373464373472,1.4797402943467186,2.092100809012809,-8.29997159423016,0.30026197268771504,0.2520612010849726
BOTH,5.0%,close<50EMA,319,0,100.0,7.221130221130235,1.610988792555873,2.5377803782098862,-9.93970476460878,0.3340795452538546,0.2553174805800956
