tkr,spot,fvr,iv30,ath_pctile,dte,cost,ba,oi,earn_days,earn_in_win,g_fvr,g_liq,ib_iv30,ib_pctile,ib_asof,ib_days,iv_src,ivpct,g_iv,rsi14,g_rsi,pass_all
CAT,804.25,1.1562988274178294,0.348,67.88990825688074,8.0,32.949999999999996,45.799011532125206,0.0,35.0,False,False,False,,,,,athena,67.88990825688074,False,46.7247464384676,True,False
CCJ,88.4,1.0637844359568067,0.4404,21.296296296296298,,,,,42.0,False,False,False,,,,,athena,21.296296296296298,True,,True,False
CEG,262.0,1.062023730121374,0.4288,14.723926380368098,,,,,43.0,False,False,False,,,,,athena,14.723926380368098,True,,True,False
CELH,28.405,1.3423932704635133,0.4592,23.125,,,,,43.0,False,True,False,,,,,athena,23.125,True,45.44119236185232,True,False
CF,118.92500000000001,1.0789710993420891,0.4213,79.22077922077922,,,,,41.0,False,False,False,,,,,athena,79.22077922077922,False,,True,False
CI,268.26,1.0384597757136271,0.3098,61.67664670658682,8.0,11.549999999999999,30.303030303030305,7.0,36.0,False,False,False,,,,,athena,61.67664670658682,False,,True,False
CIEN,358.82,1.050584820047187,0.6755,,8.0,30.1,49.44649446494465,3.0,78.0,False,False,False,,,,,none,,False,,True,False
CIFR,18.125,0.45459200582096826,1.4024,54.77707006369427,,,,,40.0,False,False,False,,,,,athena,54.77707006369427,False,,True,False
CLF,12.535,1.0121886039116594,0.6338,31.606217616580313,,,,,26.0,False,False,False,,,,,athena,31.606217616580313,False,,True,False
CLS,373.28,1.1575662799426722,0.6,26.623376623376622,8.0,27.85,50.000000000000014,0.0,33.0,False,False,False,,,,,athena,26.623376623376622,True,64.64254312362057,True,False
CME,269.0,0.8670406040152245,0.2833,90.0,,,,,28.0,False,False,False,,,,,athena,90.0,False,,True,False
CMG,32.019999999999996,1.1827496963687025,0.3685,63.42857142857142,8.0,1.335,22.222222222222225,94.0,35.0,False,False,True,,,,,athena,63.42857142857142,False,32.648294085800245,True,False
CMI,520.5,1.1939967203008626,0.3151,,,,,,43.0,False,False,False,,,,,none,,False,29.357219275965164,True,False
COF,195.10500000000002,0.8952834362388464,0.3399,60.46511627906976,,,,,27.0,False,False,False,,,,,athena,60.46511627906976,False,,True,False
COHR,292.05,0.9944618551340705,0.7407,55.633802816901415,,,,,42.0,False,False,False,,,,,athena,55.633802816901415,False,,True,False
COP,129.175,1.0189839141428663,0.3188,55.111111111111114,8.0,4.755,27.680311890838205,48.0,43.0,False,False,False,,,,,athena,55.111111111111114,False,,True,False
CORZ,18.1,1.0369269466748037,0.7231,19.680851063829788,,,,,29.0,False,False,False,,,,,athena,19.680851063829788,True,,True,False
COST,898.145,0.9597728531067881,0.2394,62.05128205128205,,,,,0.0,False,False,False,,,,,athena,62.05128205128205,False,,True,False
CRWD,260.695,1.1568244963177732,0.5462,80.51948051948052,,,,,69.0,False,False,False,,,,,athena,80.51948051948052,False,66.91780390147873,True,False
CRWV,89.825,1.1107060450965318,0.7168,3.6458333333333335,,,,,47.0,False,False,False,,,,,athena,3.6458333333333335,True,53.929568635033135,True,False
CSCO,106.72999999999999,1.5326125088856986,0.2661,75.81395348837209,8.0,3.66,31.37254901960784,251.0,49.0,False,True,False,,,,,athena,75.81395348837209,False,42.22418220705137,True,False
CSTM,25.1,1.2548379347917882,0.4216,,,,,,35.0,False,True,False,,,,,none,,False,33.95211935698062,True,False
CVNA,63.955,1.2021301398117443,0.5619,46.601941747572816,,,,,35.0,False,True,False,,,,,athena,46.601941747572816,False,39.15313014540129,True,False
CVS,85.075,0.9889136768444811,0.3155,45.2914798206278,,,,,35.0,False,False,False,,,,,athena,45.2914798206278,False,,True,False
CVX,205.48000000000002,1.0392652109597842,0.265,61.36363636363637,,,,,36.0,False,False,False,,,,,athena,61.36363636363637,False,,True,False
DAL,82.89500000000001,0.7759611988890228,0.4794,59.523809523809526,,,,,15.0,False,False,False,,,,,athena,59.523809523809526,False,,True,False
DASH,187.83499999999998,1.1007767542961926,0.4432,61.038961038961034,8.0,10.425,55.23809523809524,5.0,42.0,False,False,False,,,,,athena,61.038961038961034,False,31.762524864514134,True,False
DB,36.474999999999994,1.0492039925619796,0.3316,,,,,,34.0,False,False,False,,,,,none,,False,,True,False
DBX,32.805,0.11923071844386732,0.7477,89.79591836734694,,,,,43.0,False,False,False,,,,,athena,89.79591836734694,False,,True,False
DE,697.985,1.1902720789293162,0.29,69.47368421052632,8.0,26.1,51.26353790613717,5.0,62.0,False,False,False,,,,,athena,69.47368421052632,False,60.96044700587249,True,False
DELL,536.28,1.1366004364107916,0.6038,76.88888888888889,,,,,62.0,False,False,False,,,,,athena,76.88888888888889,False,54.09893633531645,True,False
DHI,141.04000000000002,1.2898913926885744,0.2886,10.303030303030303,8.0,5.9,86.66666666666666,4.0,35.0,False,True,False,,,,,athena,10.303030303030303,True,46.34377132559022,True,False
DIA,512.035,1.115452367655079,0.1304,44.44444444444444,,,,,,False,False,False,,,,,athena,44.44444444444444,False,37.58721726182698,True,False
DJT,9.09,1.144182290678361,0.6394,59.64912280701754,,,,,43.0,False,False,False,,,,,athena,59.64912280701754,False,51.892002166920776,True,False
DKS,134.325,1.348355888348209,0.3941,60.50420168067227,,,,,62.0,False,True,False,,,,,athena,60.50420168067227,False,39.73433658371925,True,False
DVN,48.815,0.9631299086344487,0.3812,60.550458715596335,,,,,42.0,False,False,False,,,,,athena,60.550458715596335,False,,True,False
EBAY,108.36,1.246977232377585,0.3197,56.060606060606055,,,,,35.0,False,True,False,,,,,athena,56.060606060606055,False,50.825233982314685,True,False
ED,102.89500000000001,0.20859218098494212,0.3092,,,,,,43.0,False,False,False,,,,,none,,False,,True,False
ELF,100.5,1.2660308965582374,0.506,11.707317073170733,,,,,42.0,False,True,False,,,,,athena,11.707317073170733,True,55.08665270450353,True,False
EOG,141.845,1.0277641102521078,0.3265,56.71641791044776,8.0,4.525,69.66292134831461,7.0,43.0,False,False,False,,,,,athena,56.71641791044776,False,,True,False
EOSE,3.3049999999999997,1.0544388950364905,1.0197,34.074074074074076,8.0,0.42999999999999994,22.222222222222225,904.0,42.0,False,False,True,,,,,athena,34.074074074074076,False,,True,False
EPD,37.725,1.0059330905277164,0.1789,59.183673469387756,,,,,36.0,False,False,False,,,,,athena,59.183673469387756,False,,True,False
EQT,51.465,0.7904578113148124,0.3778,50.526315789473685,,,,,27.0,False,False,False,,,,,athena,50.526315789473685,False,,True,False
ERX,102.09,1.0277632950896949,0.513,,,,,,,False,False,False,,,,,none,,False,,True,False
ET,20.38,0.9510946302585274,0.1941,36.76470588235294,,,,,42.0,False,False,False,,,,,athena,36.76470588235294,False,,True,False
ETHA,20.265,1.1679694628626611,0.481,1.2903225806451613,8.0,1.145,4.651162790697678,80.0,,False,False,True,,,,,athena,1.2903225806451613,True,66.76837282741086,True,False
ETN,440.615,1.0907654813194405,0.3692,61.68831168831169,8.0,18.700000000000003,25.414364640883964,6.0,41.0,False,False,False,,,,,athena,61.68831168831169,False,,True,False
EW,86.965,1.170374070208994,0.2936,,,,,,36.0,False,False,False,,,,,none,,False,40.43727513439941,True,False
EWJ,95.565,0.8612023809852383,0.2167,,,,,,,False,False,False,,,,,none,,False,,True,False
EWU,47.7,0.6827589744079368,0.1437,,,,,,,False,False,False,,,,,none,,False,,True,False
EWW,73.535,1.4241942138047463,0.1762,16.176470588235293,,,,,,False,True,False,,,,,athena,16.176470588235293,True,35.13894462201131,True,False
EWY,183.015,1.0935663348276865,0.4459,,,,,,,False,False,False,,,,,none,,False,,True,False
EWZ,36.875,1.0966564464147954,0.4299,88.72549019607843,,,,,,False,False,False,,,,,athena,88.72549019607843,False,,True,False
EXPE,260.5,1.1568282369564105,0.4687,74.43609022556392,8.0,16.0,33.33333333333333,12.0,43.0,False,False,False,,,,,athena,74.43609022556392,False,34.28744806017701,True,False
FAS,149.4,1.1118286090090619,0.4561,20.28985507246377,,,,,,False,False,False,,,,,athena,20.28985507246377,True,29.436637270471792,True,False
FCX,72.225,1.0141119538642387,0.4614,58.55855855855856,,,,,29.0,False,False,False,,,,,athena,58.55855855855856,False,,True,False
FDX,279.82500000000005,1.2494433093709756,0.2912,38.92215568862276,,,,,34.0,False,True,False,,,,,athena,38.92215568862276,False,24.799744850725887,True,False
FEZ,68.08500000000001,0.5782928597116723,0.2417,85.41666666666666,,,,,,False,False,False,,,,,athena,85.41666666666666,False,,True,False
FFIV,449.78,1.2290950875843711,0.3814,,,,,,33.0,False,True,False,,,,,none,,False,63.67812886758801,True,False
FIVE,223.825,1.080215179947372,0.418,,,,,,70.0,False,False,False,,,,,none,,False,,True,False
FLEX,111.78999999999999,1.0948431834537413,0.5595,,,,,,35.0,False,False,False,,,,,none,,False,,True,False
FLR,51.8,1.2555114458626087,0.4285,,,,,,43.0,False,True,False,,,,,none,,False,40.15870251391821,True,False
FOXA,60.72,1.1116535285855682,0.3172,52.38095238095239,,,,,36.0,False,False,False,,,,,athena,52.38095238095239,False,45.02608684751135,True,False
FSLR,173.14999999999998,1.0970886462250953,0.5311,25.60386473429952,8.0,11.325,34.48275862068966,0.0,36.0,False,False,False,,,,,athena,25.60386473429952,True,,True,False
FTNT,178.575,1.2969955641302346,0.458,83.4061135371179,,,,,42.0,False,True,False,,,,,athena,83.4061135371179,False,64.8029090613087,True,False
FUTU,109.25,1.1684578085928228,0.409,5.188679245283019,,,,,55.0,False,False,False,,,,,athena,5.188679245283019,True,43.69339260876642,True,False
GAP,21.71,1.3934771170262088,0.3667,21.052631578947366,,,,,57.0,False,True,False,,,,,athena,21.052631578947366,True,55.052731936675244,True,False
GBTC,65.33500000000001,1.0689874929888616,0.3851,40.50632911392405,,,,,,False,False,False,,,,,athena,40.50632911392405,False,,True,False
GD,336.39,1.0272245740151449,0.222,60.3896103896104,8.0,8.525,59.34065934065934,0.0,29.0,False,False,False,,,,,athena,60.3896103896104,False,,True,False
GDXJ,119.82499999999999,1.0187584363324251,0.4759,61.76470588235294,,,,,,False,False,False,,,,,athena,61.76470588235294,False,,True,False
GE,319.69,0.8295605888051365,0.3701,79.37219730941703,,,,,27.0,False,False,False,,,,,athena,79.37219730941703,False,,True,False
GEV,952.8,1.0917761121767946,0.4482,20.091324200913242,8.0,50.0,24.25447316103379,15.0,28.0,False,False,True,,,,,athena,20.091324200913242,True,,True,False
GILD,148.84,1.0698639835723567,0.2857,42.10526315789473,8.0,4.380000000000001,91.64556962025316,21.0,36.0,False,False,False,,,,,athena,42.10526315789473,False,,True,False
GLW,153.915,1.0710782135093695,0.5742,86.56716417910447,8.0,9.975,8.612440191387563,238.0,34.0,False,False,True,,,,,athena,86.56716417910447,False,,True,False
GM,80.34,0.7510997947291951,0.4329,70.24793388429752,,,,,27.0,False,False,False,,,,,athena,70.24793388429752,False,,True,False
GME,24.89,1.0664453001875336,0.5514,50.0,,,,,76.0,False,False,False,,,,,athena,50.0,False,,True,False
GOOG,337.79499999999996,1.1829560059296136,0.3035,43.290043290043286,,,,,35.0,False,False,False,,,,,athena,43.290043290043286,False,48.328384848584314,True,False
GOOGL,341.325,1.1826368548948387,0.3,38.095238095238095,8.0,12.475000000000001,9.756097560975618,428.0,,False,False,True,,,,,athena,38.095238095238095,False,48.59355022133362,True,False
GRRR,14.32,0.6995865936219648,1.2331,68.13186813186813,,,,,55.0,False,False,False,,,,,athena,68.13186813186813,False,,True,False
GS,922.725,0.9289943477541116,0.3356,72.72727272727273,,,,,19.0,False,False,False,,,,,athena,72.72727272727273,False,,True,False
GSK,50.25,1.2856386792527819,0.2199,15.306122448979592,8.0,,,,34.0,False,True,False,,,,,athena,15.306122448979592,True,46.30873075667528,True,False
HAL,32.85,0.8013377463847132,0.4404,60.73059360730594,,,,,27.0,False,False,False,,,,,athena,60.73059360730594,False,,True,False
HCA,422.25,1.0301864464685178,0.3473,,,,,,29.0,False,False,False,,,,,none,,False,,True,False
HD,292.25,1.16527527302876,0.2669,67.82178217821783,,,,,55.0,False,False,False,,,,,athena,67.82178217821783,False,25.05004380580536,True,False
HE,9.16,0.5662215640534193,0.5379,,,,,,43.0,False,False,False,,,,,none,,False,,True,False
HIG,127.35,0.6596518845682184,0.3713,,,,,,34.0,False,False,False,,,,,none,,False,,True,False
HL,17.91,1.1953269689171517,0.5616,23.25581395348837,,,,,42.0,False,False,False,,,,,athena,23.25581395348837,True,43.44619980559451,True,False
HOOD,120.755,1.0884706020319619,0.6005,21.645021645021643,,,,,42.0,False,False,False,,,,,athena,21.645021645021643,True,,True,False
HPE,63.71,1.132154628895699,0.611,79.16666666666666,8.0,5.165,42.42424242424242,35.0,71.0,False,False,False,,,,,athena,79.16666666666666,False,62.845918337255,True,False
HSBC,99.985,1.0795248366551686,0.2412,55.96330275229357,,,,,33.0,False,False,False,,,,,athena,55.96330275229357,False,,True,False
HSY,167.6,1.2501491453609446,0.2324,34.41558441558442,8.0,4.875,43.67816091954023,12.0,36.0,False,True,False,,,,,athena,34.41558441558442,False,33.76386238576295,True,False
HUT,101.525,1.0396904708432693,0.9156,18.579234972677597,8.0,10.600000000000001,57.14285714285714,6.0,41.0,False,False,False,,,,,athena,18.579234972677597,True,,True,False
HYG,78.0,0.8736930439519434,0.0603,48.55769230769231,,,,,,False,False,False,,,,,athena,48.55769230769231,False,,True,False
IAU,80.32499999999999,1.088777784115439,0.2054,38.38383838383838,,,,,,False,False,False,,,,,athena,38.38383838383838,False,,True,False
IBB,209.745,1.0754184239135958,0.2198,,,,,,,False,False,False,,,,,none,,False,,True,False
IBM,227.6,0.7235877277236873,0.4759,85.28138528138528,,,,,27.0,False,False,False,,,,,athena,85.28138528138528,False,,True,False
INTC,127.015,0.8999640305795266,0.7604,79.65367965367966,,,,,29.0,False,False,False,,,,,athena,79.65367965367966,False,,True,False
INTU,276.6,1.1941105770407345,0.4391,94.26751592356688,,,,,57.0,False,False,False,,,,,athena,94.26751592356688,False,30.244813969077896,True,False
IOT,39.16,1.1801215751177192,0.52,51.7948717948718,,,,,71.0,False,False,False,,,,,athena,51.7948717948718,False,49.78491327469938,True,False
ISRG,397.5,0.7846536616430503,0.4204,78.53658536585367,,,,,27.0,False,False,False,,,,,athena,78.53658536585367,False,,True,False
IVV,769.2249999999999,1.2008050444031455,0.124,32.870370370370374,8.0,11.3,50.0,0.0,,False,True,False,,,,,athena,32.870370370370374,False,54.18891722979144,True,False
IYR,97.225,1.2113049021919107,0.133,11.046511627906977,,,,,,False,True,False,,,,,athena,11.046511627906977,True,29.450401053045923,True,False
JETS,28.57,0.9727744635608284,0.3473,51.0,,,,,,False,False,False,,,,,athena,51.0,False,,True,False
JNJ,271.0,0.8827385281969141,0.2752,90.82568807339449,,,,,19.0,False,False,False,,,,,athena,90.82568807339449,False,,True,False
JNUG,164.75,1.0095931383509111,0.9271,,,,,,,False,False,False,,,,,none,,False,,True,False
JPM,338.66499999999996,0.8553424876695572,0.2729,71.86147186147186,,,,,19.0,False,False,False,,,,,athena,71.86147186147186,False,,True,False
KGC,24.465,0.9617484064920829,0.4634,40.816326530612244,,,,,34.0,False,False,False,,,,,athena,40.816326530612244,False,,True,False
KKR,95.2,0.9513313630569687,0.4058,53.80952380952381,,,,,43.0,False,False,False,,,,,athena,53.80952380952381,False,,True,False
KLAC,186.35,1.135206523429625,0.5145,,,,,,35.0,False,False,False,,,,,none,,False,53.620138131351865,True,False
KMI,31.43,0.9231898392628141,0.2665,65.95744680851064,,,,,28.0,False,False,False,,,,,athena,65.95744680851064,False,,True,False
KO,88.16,1.1141486436284846,0.1933,68.07511737089203,,,,,27.0,False,False,False,,,,,athena,68.07511737089203,False,52.10018829258937,True,False
KOLD,24.14,1.0127425300936728,0.9486,30.37037037037037,,,,,,False,False,False,,,,,athena,30.37037037037037,False,,True,False
KR,58.93,0.8875435306548731,0.317,90.84967320261438,,,,,71.0,False,False,False,,,,,athena,90.84967320261438,False,,True,False
KVUE,17.675,1.174571149141297,0.177,3.954802259887006,,,,,43.0,False,False,False,,,,,athena,3.954802259887006,True,35.658216088687624,True,False
LB,81.465,1.1063100021297196,0.4574,,,,,,49.0,False,False,False,,,,,none,,False,45.99620563174384,True,False
LEN,81.725,1.0161412360280604,0.3845,40.625,8.0,3.7,30.588235294117656,22.0,84.0,False,False,False,,,,,athena,40.625,False,,True,False
LITE,927.5,1.0962473418926704,0.7082,16.39344262295082,8.0,79.60000000000001,14.83516483516483,1.0,41.0,False,False,True,,,,,athena,16.39344262295082,True,,True,False
LLY,1183.495,1.2578007545334275,0.3195,40.090090090090094,,,,,35.0,False,True,False,,,,,athena,40.090090090090094,False,55.47817451950752,True,False
LMT,524.0699999999999,0.839565581075683,0.324,87.59689922480621,,,,,27.0,False,False,False,,,,,athena,87.59689922480621,False,,True,False
LNG,275.72,0.9193533049513132,0.3686,87.34177215189874,,,,,36.0,False,False,False,,,,,athena,87.34177215189874,False,,True,False
LOW,188.5,1.1590129747634117,0.2851,66.16541353383458,,,,,55.0,False,False,False,,,,,athena,66.16541353383458,False,27.21381607719445,True,False
LRCX,304.56,0.9216864815196891,0.6507,90.66666666666666,,,,,28.0,False,False,False,,,,,athena,90.66666666666666,False,,True,False
LUMN,5.885,1.5290647190656812,0.4493,0.9345794392523363,,,,,36.0,False,True,False,,,,,athena,0.9345794392523363,True,36.33980448704747,True,False
LUNR,15.75,1.1808309086936255,0.7736,14.736842105263156,,,,,41.0,False,False,False,,,,,athena,14.736842105263156,True,51.80210866316407,True,False
LVS,38.485,0.8788831330021637,0.3769,51.68539325842697,,,,,28.0,False,False,False,,,,,athena,51.68539325842697,False,,True,False
M,22.53,1.2787209404559023,0.377,21.323529411764707,,,,,70.0,False,True,False,,,,,athena,21.323529411764707,True,49.59437230070481,True,False
MAR,349.78499999999997,1.085180896760386,0.2496,45.933014354066984,,,,,41.0,False,False,False,,,,,athena,45.933014354066984,False,,True,False
MARA,12.925,1.1550350143789156,0.8041,27.27272727272727,,,,,41.0,False,False,False,,,,,athena,27.27272727272727,True,58.316339550078105,True,False
MBLY,7.67,0.8806237212583292,0.6235,36.69724770642202,,,,,29.0,False,False,False,,,,,athena,36.69724770642202,False,,True,False
MCD,237.79500000000002,1.1786071821507247,0.206,69.3069306930693,,,,,42.0,False,False,False,,,,,athena,69.3069306930693,False,25.349910323162916,True,False
MCK,881.64,1.1656214141502372,0.2614,74.02597402597402,,,,,42.0,False,False,False,,,,,athena,74.02597402597402,False,46.05782942504556,True,False
MDB,422.505,1.1508240201295863,0.6215,69.79166666666666,8.0,34.125,43.27176781002639,60.0,68.0,False,False,False,,,,,athena,69.79166666666666,False,57.28338402241373,True,False
MET,96.845,0.9759258960184131,0.253,,,,,,42.0,False,False,False,,,,,none,,False,,True,False
META,775.925,1.0523372769056958,0.4313,77.92207792207793,,,,,35.0,False,False,False,,,,,athena,77.92207792207793,False,,True,False
MNST,42.435,1.1845356081230225,0.2578,,,,,,43.0,False,False,False,,,,,none,,False,33.25575459689425,True,False
MPC,390.505,0.9661716874527991,0.5649,93.97590361445783,,,,,41.0,False,False,False,,,,,athena,93.97590361445783,False,,True,False
MRK,147.56,1.3232814797805832,0.2722,37.38738738738739,,,,,35.0,False,True,False,,,,,athena,37.38738738738739,False,57.697258937657665,True,False
MRVL,258.98,1.0581076019190532,0.6598,64.93506493506493,,,,,69.0,False,False,False,,,,,athena,64.93506493506493,False,,True,False
MS,195.74,0.9173190284188012,0.3429,73.91304347826086,,,,,20.0,False,False,False,,,,,athena,73.91304347826086,False,,True,False
MSFT,495.725,1.2197229039850699,0.2542,68.83116883116884,,,,,35.0,False,True,False,,,,,athena,68.83116883116884,False,54.46288856295066,True,False
MSTR,161.32,1.0898836622006227,0.6725,47.59825327510917,,,,,36.0,False,False,False,,,,,athena,47.59825327510917,False,,True,False
MSTY,16.825,1.0385671952546314,0.5582,51.19047619047619,,,,,,False,False,False,,,,,athena,51.19047619047619,False,,True,False
MT,65.17,1.3318287462433553,0.3432,27.27272727272727,8.0,3.525,20.51282051282051,0.0,42.0,False,True,False,,,,,athena,27.27272727272727,True,42.85417607475193,True,False
MU,1075.55,0.9448360336298266,0.6252,53.246753246753244,,,,,84.0,False,False,False,,,,,athena,53.246753246753244,False,,True,False
NBIS,242.43,1.0752037267275818,0.8255,17.83783783783784,,,,,48.0,False,False,False,,,,,athena,17.83783783783784,True,,True,False
NEE,75.85,1.1066078364940706,0.2128,10.465116279069768,8.0,1.815,43.47826086956522,7.0,34.0,False,False,False,,,,,athena,10.465116279069768,True,20.021214939510116,True,False
NEM,121.125,1.0604844496715835,0.41,58.333333333333336,,,,,29.0,False,False,False,,,,,athena,58.333333333333336,False,,True,False
NET,358.75,1.1537038506828001,0.5855,70.93596059113301,,,,,36.0,False,False,False,,,,,athena,70.93596059113301,False,67.12906595793129,True,False
NFLX,71.455,0.833411627734687,0.4348,83.11688311688312,,,,,27.0,False,False,False,,,,,athena,83.11688311688312,False,,True,False
NKTR,59.75,0.9407058301016985,0.7522,,,,,,43.0,False,False,False,,,,,none,,False,,True,False
NLY,20.685,0.5305247197933387,0.2734,59.14634146341463,,,,,28.0,False,False,False,,,,,athena,59.14634146341463,False,,True,False
NNE,17.07,1.1123091274621444,0.7258,0.0,,,,,85.0,False,False,False,,,,,athena,0.0,True,47.711352185920546,True,False
NOC,509.56,1.0411371406334744,0.2904,,,,,,27.0,False,False,False,,,,,none,,False,,True,False
