tkr,spot,fvr,iv30,ath_pctile,dte,cost,ba,oi,earn_days,earn_in_win,g_fvr,g_liq,ib_pctile,ib_iv30,ib_asof,ib_days,iv_src,ivpct,g_iv,rsi14,g_rsi,pass_all
NKTR,67.5,1.2733180764518666,0.6648,,,,,,51.0,False,True,False,,,,,none,,False,38.30990769330978,True,False
NLY,21.47,0.7276947838008231,0.2237,43.292682926829265,,,,,36.0,False,False,False,,,,,athena,43.292682926829265,False,,True,False
NNE,15.79,1.056565487215523,0.8079,1.9230769230769231,9.0,1.5750000000000002,37.499999999999986,6.0,93.0,False,False,False,,,,,athena,1.9230769230769231,True,,True,False
NOC,530.14,1.030911179651224,0.2994,,,,,,35.0,False,False,False,,,,,none,,False,,True,False
NOK,10.305,1.0630656804402363,0.5888,61.36363636363637,9.0,0.7949999999999999,26.865671641791057,2467.0,36.0,False,False,False,,,,,athena,61.36363636363637,False,,True,False
NOV,20.66,1.239318692998741,0.3448,,,,,,42.0,False,True,False,,,,,none,,False,47.82722698101964,True,False
NOW,139.92000000000002,1.1086161555727247,0.5309,77.48917748917748,9.0,9.55,4.739336492890995,336.0,43.0,False,False,True,,,,,athena,77.48917748917748,False,57.666534322308365,True,False
NRG,107.65,0.9990843030803218,0.4837,70.64220183486239,,,,,51.0,False,False,False,,,,,athena,70.64220183486239,False,,True,False
NTAP,192.54000000000002,1.19783839178272,0.4703,80.7909604519774,,,,,76.0,False,False,False,,,,,athena,80.7909604519774,False,53.53304191686676,True,False
NTES,118.225,1.1124374897847418,0.3357,,,,,,65.0,False,False,False,,,,,none,,False,44.08280463987115,True,False
NTNX,69.2,1.1939174839208662,0.407,,,,,,70.0,False,False,False,,,,,none,,False,61.64205764902351,True,False
NTR,78.15,1.1283880893702465,0.3069,44.21052631578947,9.0,3.0999999999999996,23.529411764705877,17.0,50.0,False,False,True,,,,,athena,44.21052631578947,False,58.144184724648305,True,False
NU,13.82,1.1259502275844817,0.4395,59.44700460829493,9.0,0.73,14.814814814814806,260.0,58.0,False,False,True,,,,,athena,59.44700460829493,False,40.0590652748185,True,False
NUE,261.84000000000003,0.9934080114859586,0.3811,31.932773109243694,,,,,42.0,False,False,False,,,,,athena,31.932773109243694,False,,True,False
NUGT,168.005,0.9560000970808026,0.9159,75.78947368421053,,,,,,False,False,False,,,,,athena,75.78947368421053,False,,True,False
NVDA,215.64,1.171624612284372,0.3307,20.346320346320347,9.0,9.0,3.680981595092033,5350.0,64.0,False,False,True,,,,,athena,20.346320346320347,True,46.887550866558016,True,False
NVDL,32.945,1.2003429277419941,0.6434,25.438596491228072,9.0,2.685,34.64566929133858,88.0,,False,True,False,,,,,athena,25.438596491228072,True,45.42089567444332,True,False
NVO,41.894999999999996,1.1671231097317585,0.3467,11.79245283018868,9.0,2.165,14.583333333333334,32.0,49.0,False,False,True,,,,,athena,11.79245283018868,True,33.20910084426737,True,False
NXPI,221.225,1.1526133860446202,0.422,41.74757281553398,,,,,41.0,False,False,False,,,,,athena,41.74757281553398,False,41.149683178701814,True,False
OIH,403.99,1.0410587352126177,0.3287,,,,,,,False,False,False,,,,,none,,False,,True,False
OKE,93.815,1.048712741811384,0.2797,,,,,,42.0,False,False,False,,,,,none,,False,,True,False
ON,67.935,1.0078338865374943,0.5646,56.209150326797385,9.0,5.335,23.80106571936057,1.0,48.0,False,False,True,,,,,athena,56.209150326797385,False,,True,False
OXY,59.505,1.048325257994791,0.3335,51.515151515151516,9.0,2.565,13.680781758957652,446.0,55.0,False,False,True,,,,,athena,51.515151515151516,False,,True,False
PAA,25.57,1.2675406651337155,0.1963,39.130434782608695,9.0,0.6499999999999999,142.85714285714286,17.0,50.0,False,True,False,,,,,athena,39.130434782608695,False,54.91834207148852,True,False
PANW,377.5,1.1024392005593198,0.5194,86.14718614718615,9.0,25.474999999999998,18.047882136279934,58.0,64.0,False,False,True,,,,,athena,86.14718614718615,False,58.17659856849232,True,False
PBR,20.955,1.0236265267407767,0.4793,77.60416666666666,9.0,1.17,42.622950819672134,751.0,55.0,False,False,False,,,,,athena,77.60416666666666,False,,True,False
PCG,13.385,1.4330165751588346,0.4329,65.0,9.0,0.905,106.4516129032258,524.0,37.0,False,True,False,,,,,athena,65.0,False,33.65505907935771,True,False
PHM,118.655,0.959061491252878,0.3449,33.98692810457516,,,,,35.0,False,False,False,,,,,athena,33.98692810457516,False,,True,False
PLTR,175.15,1.2039320917429255,0.4932,25.97402597402597,9.0,11.075,3.478260869565205,1095.0,48.0,False,True,True,,,,,athena,25.97402597402597,True,54.45208152804952,True,True
PM,192.5,1.2201379468809854,0.2524,51.891891891891895,9.0,6.425000000000001,44.628099173553714,0.0,35.0,False,True,False,,,,,athena,51.891891891891895,False,53.953879256447706,True,False
PNC,231.5,0.8960524580159591,0.2661,68.55670103092784,,,,,29.0,False,False,False,,,,,athena,68.55670103092784,False,,True,False
PSX,265.7,1.050079834019324,0.4241,87.85046728971963,9.0,13.9,28.148148148148156,5.0,43.0,False,False,False,,,,,athena,87.85046728971963,False,,True,False
QBTS,16.325000000000003,1.0467025936663326,0.7162,0.0,9.0,1.55,70.83333333333334,222.0,51.0,False,False,False,,,,,athena,0.0,True,,True,False
QUBT,8.045,1.2916696794046332,0.658,0.0,9.0,0.535,86.95652173913044,692.0,58.0,False,True,False,,,,,athena,0.0,True,45.98900044123745,True,False
RCAT,7.215,1.1393803574041639,0.8086,3.4782608695652173,9.0,0.8200000000000001,32.83582089552238,202.0,58.0,False,False,False,,,,,athena,3.4782608695652173,True,33.61643247901834,True,False
RCL,255.55,1.1689162202467507,0.3728,26.190476190476193,9.0,12.350000000000001,48.73949579831933,3.0,42.0,False,False,False,,,,,athena,26.190476190476193,True,26.644203708055926,True,False
RDDT,158.125,1.2115193860606217,0.5808,4.784688995215311,9.0,11.525,13.333333333333334,31.0,44.0,False,True,True,,,,,athena,4.784688995215311,True,49.99400362925553,True,True
REGN,777.965,1.1280080175247393,0.3033,19.07514450867052,9.0,28.2,48.8888888888889,0.0,42.0,False,False,False,,,,,athena,19.07514450867052,True,44.35710384464753,True,False
RIG,5.555,1.0254577405325194,0.514,33.78378378378378,9.0,0.39,47.05882352941176,86.0,44.0,False,False,False,,,,,athena,33.78378378378378,False,,True,False
RKLB,64.31,1.0636908547489308,0.7092,5.228758169934641,9.0,5.58,7.130730050933785,220.0,55.0,False,False,True,,,,,athena,5.228758169934641,True,,True,False
ROST,223.485,1.2950529101316925,0.2392,43.13725490196079,9.0,6.4,102.85714285714285,27.0,65.0,False,True,False,,,,,athena,43.13725490196079,False,38.53382789369454,True,False
RRC,39.175,0.9708113482488471,0.3354,,,,,,43.0,False,False,False,,,,,none,,False,,True,False
RTX,197.145,1.12600661599782,0.2369,54.248366013071895,9.0,6.305,55.25525525525525,16.0,35.0,False,False,False,,,,,athena,54.248366013071895,False,33.859131336999596,True,False
RUM,8.32,3.3956025385732107,0.8978,63.1578947368421,9.0,1.0,46.15384615384615,113.0,57.0,False,True,False,,,,,athena,63.1578947368421,False,53.087732393143774,True,False
SCHW,104.625,0.9833996408881858,0.2675,52.4390243902439,,,,,30.0,False,False,False,,,,,athena,52.4390243902439,False,,True,False
SHEL,96.61500000000001,1.0366630031808985,0.2442,69.92481203007519,9.0,3.4000000000000004,71.1864406779661,58.0,43.0,False,False,False,,,,,athena,69.92481203007519,False,,True,False
SIG,103.375,1.2668282653587957,0.3846,21.649484536082475,9.0,5.675,116.83168316831684,0.0,77.0,False,True,False,,,,,athena,21.649484536082475,True,66.70146910360283,True,False
SILJ,28.705,1.025961118762219,0.5547,54.08163265306123,9.0,2.29,70.72243346007605,23.0,,False,False,False,,,,,athena,54.08163265306123,False,,True,False
SIRI,28.625,1.3643291929529335,0.2744,9.595959595959595,9.0,,,,44.0,False,True,False,,,,,athena,9.595959595959595,True,46.26333362855966,True,False
SLB,52.474999999999994,0.9903466463667856,0.3829,73.8562091503268,,,,,30.0,False,False,False,,,,,athena,73.8562091503268,False,,True,False
SLV,57.09,1.0460715738763409,0.4231,70.995670995671,9.0,3.045,5.194805194805199,346.0,,False,False,True,,,,,athena,70.995670995671,False,,True,False
SMH,551.245,1.055335466724536,0.3412,51.082251082251084,9.0,23.174999999999997,20.083682008368207,28.0,,False,False,True,,,,,athena,51.082251082251084,False,,True,False
SMMT,17.345,1.7759344552306207,0.7339,11.278195488721805,9.0,,,,34.0,False,True,False,,,,,athena,11.278195488721805,True,61.33601202374709,True,False
SMST,22.575000000000003,1.047065235048611,1.3762,,,,,,,False,False,False,,,,,none,,False,,True,False
SNDK,1537.37,1.0678794662337296,0.6844,4.395604395604396,9.0,129.8,10.281923714759529,113.0,51.0,False,False,True,,,,,athena,4.395604395604396,True,,True,False
SO,85.96000000000001,1.156088919228886,0.1572,33.13953488372093,9.0,2.425,86.95652173913044,0.0,44.0,False,False,False,,,,,athena,33.13953488372093,False,30.605720851262447,True,False
SPGI,408.5,1.1949777251811902,0.2571,68.24644549763033,9.0,15.05,37.837837837837846,0.0,44.0,False,False,False,,,,,athena,68.24644549763033,False,40.63449526501741,True,False
SPOT,553.925,1.195726318248629,0.3735,21.49532710280374,9.0,26.825,28.869565217391298,16.0,49.0,False,False,False,,,,,athena,21.49532710280374,True,56.17543239290419,True,False
SRPT,20.125,1.016157453852307,0.7837,19.090909090909093,9.0,1.9,52.63157894736842,24.0,48.0,False,False,False,,,,,athena,19.090909090909093,True,,True,False
STEM,4.48,1.4315782384293088,0.9149,,,,,,43.0,False,True,False,,,,,none,,False,29.280794954858735,True,False
STX,792.0,1.0686401252334183,0.6661,75.78947368421053,9.0,68.25,36.27906976744187,9.0,42.0,False,False,False,,,,,athena,75.78947368421053,False,,True,False
SU,69.095,1.0160433324788851,0.3304,79.43262411347519,9.0,2.5999999999999996,141.66666666666666,6.0,49.0,False,False,False,,,,,athena,79.43262411347519,False,,True,False
SYF,75.345,1.0277220821496855,0.3128,,,,,,29.0,False,False,False,,,,,none,,False,,True,False
SYM,43.2,1.1837166992408372,0.559,3.061224489795918,9.0,3.0,80.7017543859649,1.0,69.0,False,False,False,,,,,athena,3.061224489795918,True,55.098108907238625,True,False
SYY,78.64,1.5196463243859433,0.1876,,,,,,42.0,False,True,False,,,,,none,,False,36.81248047370652,True,False
TAP,39.155,1.038311956004185,0.3316,,,,,,49.0,False,False,False,,,,,none,,False,,True,False
TEM,70.125,0.9950320958734367,0.7732,32.450331125827816,,,,,49.0,False,False,False,,,,,athena,32.450331125827816,False,,True,False
TEVA,38.695,1.7596823327182867,0.2334,4.310344827586207,9.0,,,,50.0,False,True,False,,,,,athena,4.310344827586207,True,60.864405151500655,True,False
THC,277.0,1.2234146544822821,0.3697,,,,,,42.0,False,True,False,,,,,none,,False,54.84151896204026,True,False
TJX,123.265,1.2538485704096238,0.2141,68.65671641791045,9.0,3.75,51.61290322580646,10.0,63.0,False,True,False,,,,,athena,68.65671641791045,False,15.4591916957895,True,False
TLN,289.44,1.0543302534735912,0.52,34.437086092715234,9.0,19.55,79.56989247311827,0.0,50.0,False,False,False,,,,,athena,34.437086092715234,False,,True,False
TNA,62.91,1.1254577412869506,0.4967,5.128205128205128,9.0,4.035,61.07226107226107,1.0,,False,False,False,,,,,athena,5.128205128205128,True,32.27414226785079,True,False
TOL,132.755,1.2419020822819171,0.3106,,,,,,83.0,False,True,False,,,,,none,,False,34.049622199419545,True,False
TSCO,33.3,0.4031894308863619,0.5941,95.52238805970148,,,,,37.0,False,False,False,,,,,athena,95.52238805970148,False,,True,False
UAL,106.555,0.922238927674962,0.4925,34.463276836158194,,,,,29.0,False,False,False,,,,,athena,34.463276836158194,False,,True,False
UBER,71.39,1.1133267735992987,0.3548,40.80717488789238,9.0,3.0749999999999997,11.32075471698113,491.0,49.0,False,False,True,,,,,athena,40.80717488789238,False,40.49950335725629,True,False
URA,41.55,1.0934854848747175,0.4344,29.00763358778626,9.0,2.45,56.00000000000001,0.0,,False,False,False,,,,,athena,29.00763358778626,True,,True,False
URBN,79.0,1.0187370893632084,0.4713,72.63157894736842,9.0,,,,70.0,False,False,False,,,,,athena,72.63157894736842,False,,True,False
UUP,28.455,3.3402607905312323,0.0825,,,,,,,False,True,False,,,,,none,,False,63.975041629126395,True,False
VALE,14.344999999999999,0.9295596806013556,0.3542,40.19607843137255,,,,,44.0,False,False,False,,,,,athena,40.19607843137255,False,,True,False
VRT,243.75,1.0931238673562176,0.5721,34.403669724770644,9.0,17.125,9.798270893371754,269.0,36.0,False,False,True,,,,,athena,34.403669724770644,False,,True,False
WPM,147.775,1.0883278388371107,0.4601,82.32044198895028,9.0,9.5,38.297872340425535,2.0,50.0,False,False,False,,,,,athena,82.32044198895028,False,,True,False
CRCL,81.4,1.0513361700500186,0.736,19.310344827586206,9.0,7.65,8.695652173913045,138.0,,False,False,True,,,,,athena,19.310344827586206,True,,True,False
