date,sym,R,cnt5,cnt5_pct,cnt10,cnt10_pct,cnt20,cnt20_pct,breadth
2020-02-12,TNDM,-1.5482949420204517,4.0,94.02390438247012,6.0,94.42231075697211,6.0,78.48605577689243,69.42277691107644
2020-02-13,TNDM,-1.7087681911999124,6.0,100.0,8.0,98.80478087649402,8.0,85.65737051792829,75.38699690402477
2020-02-14,TNDM,-4.749495207750451,6.0,99.60159362549801,8.0,98.40637450199203,9.0,89.2430278884462,72.93934681181959
2020-02-18,MDB,-1.8219930147562702,7.0,100.0,9.0,99.60159362549801,10.0,93.22709163346613,70.1095461658842
2020-02-18,TNDM,-2.768657605708665,7.0,100.0,9.0,99.60159362549801,10.0,93.22709163346613,70.1095461658842
2020-02-18,ZM,6.373647752195608,7.0,100.0,9.0,99.60159362549801,10.0,93.22709163346613,70.1095461658842
2020-02-19,ZM,4.2792030367908405,8.0,100.0,12.0,100.0,13.0,100.0,63.76360808709176
2020-02-27,ZM,-1.4553397296247228,0.0,0.0,8.0,95.2191235059761,14.0,98.00796812749005,9.662576687116564
2020-03-04,ETSY,-2.6651503069134534,1.0,62.54980079681275,2.0,61.354581673306775,14.0,96.41434262948208,6.845238095238096
2020-03-04,REGN,-1.110403056232253,1.0,62.54980079681275,2.0,61.354581673306775,14.0,96.41434262948208,6.845238095238096
2020-03-06,GILD,-1.3236070069782544,2.0,74.10358565737052,3.0,65.33864541832669,15.0,99.20318725099602,18.862275449101794
2020-04-16,AKAM,-1.459647445324958,0.0,0.0,0.0,0.0,0.0,0.0,66.80613668061368
2020-04-16,TTWO,-1.6084156398773182,0.0,0.0,0.0,0.0,0.0,0.0,66.80613668061368
2020-04-17,INCY,-1.0776002243123595,2.0,72.50996015936255,2.0,56.97211155378486,2.0,41.03585657370518,61.452513966480446
2020-04-20,INCY,-1.788434719557363,3.0,82.47011952191235,3.0,61.75298804780876,3.0,41.832669322709165,87.04735376044567
2020-04-22,DPZ,-1.0543467613715314,4.0,90.0398406374502,4.0,75.2988047808765,4.0,54.581673306772906,45.74616457461646
2020-04-23,SAM,1.980514595858004,5.0,96.01593625498009,5.0,82.47011952191235,5.0,63.34661354581673,64.76323119777159
2020-04-23,WPM,2.5152177676920715,5.0,96.01593625498009,5.0,82.47011952191235,5.0,63.34661354581673,64.76323119777159
2020-04-24,SAM,7.216885645105399,5.0,95.61752988047809,7.0,93.22709163346613,7.0,74.10358565737052,64.20612813370474
2020-04-24,WST,-1.0695440262887224,5.0,95.61752988047809,7.0,93.22709163346613,7.0,74.10358565737052,64.20612813370474
2020-04-27,ACAD,-2.7500748909054074,6.0,97.60956175298804,9.0,96.81274900398407,9.0,80.87649402390437,72.70194986072424
2020-04-27,CIEN,-1.3002813061254281,6.0,97.60956175298804,9.0,96.81274900398407,9.0,80.87649402390437,72.70194986072424
2020-04-27,SAM,2.815881145217341,6.0,97.60956175298804,9.0,96.81274900398407,9.0,80.87649402390437,72.70194986072424
2020-04-27,TW,-1.0775751527150819,6.0,97.60956175298804,9.0,96.81274900398407,9.0,80.87649402390437,72.70194986072424
2020-04-29,MPWR,-2.0916695138253436,9.0,99.60159362549801,13.0,99.60159362549801,13.0,93.22709163346613,92.51040221914009
2020-05-04,TEAM,0.7504158542962625,5.0,93.22709163346613,11.0,96.41434262948208,14.0,93.62549800796812,62.08791208791209
2020-05-04,TECH,1.4282690236162021,5.0,93.22709163346613,11.0,96.41434262948208,14.0,93.62549800796812,62.08791208791209
2020-05-04,WPM,0.9400768425581614,5.0,93.22709163346613,11.0,96.41434262948208,14.0,93.62549800796812,62.08791208791209
2020-05-05,SAM,1.7886472354627925,4.0,86.45418326693228,13.0,98.80478087649402,17.0,100.0,63.498622589531685
2020-05-05,SFM,3.166744015687957,4.0,86.45418326693228,13.0,98.80478087649402,17.0,100.0,63.498622589531685
2020-05-05,TEAM,0.431039556682936,4.0,86.45418326693228,13.0,98.80478087649402,17.0,100.0,63.498622589531685
