tk,entry,expiry,S0,S1,K,implied,ba_pct,credit,maxrisk,pnl_usd,ret_risk,gex_own,earnings_skip,gex_spy,half
GOOGL,2020-02-06,2020-02-07,1473.75,1478.525,1475.0,0.9533502968617473,6.405693950177932,12.049000000000001,15.450999999999999,852.399999999991,55.16795029447874,432873319.39171875,False,5132897702.639121,2018-2026
GOOGL,2020-02-13,2020-02-14,1513.1,1517.125,1512.5,0.799682770471218,8.264462809917356,10.449,14.551,582.4,40.024740567658576,512175633.34865093,False,4584257301.284396,2018-2026
GOOGL,2020-02-20,2020-02-21,1515.55,1482.475,1515.0,0.8280822143776188,7.171314741035858,10.774,14.226,-1422.6000000000001,-100.0,321566460.1742616,False,4130001641.1070156,2018-2026
GOOGL,2020-03-26,2020-03-27,1135.95,1127.775,1135.0,2.971081473656411,19.25925925925926,29.611500000000003,40.38849999999999,2238.650000000009,55.427906458521846,16096359.127025258,False,-1074186119.671263,2018-2026
GOOGL,2020-04-02,2020-04-03,1112.35,1077.65,1115.0,2.000269699285297,17.52808988764046,18.5615,26.4385,-1878.849999999991,-71.06492425818375,-4830754.592344511,False,-1755758361.962803,2018-2026
GOOGL,2020-04-08,2020-04-09,1203.75,1201.325,1205.0,1.723779854620976,24.578313253012055,17.374,27.626,1369.9000000000044,49.587345254470584,60386791.64624998,False,94641072.43882307,2018-2026
GOOGL,2020-04-16,2020-04-17,1247.65,1276.725,1250.0,1.8795335230232837,11.513859275053303,20.136499999999998,29.863500000000002,-658.849999999991,-22.062048989568908,56429101.745043024,False,-363064234.7824525,2018-2026
GOOGL,2020-04-23,2020-04-24,1271.1,1274.775,1270.0,1.7622531665486587,15.178571428571438,19.023999999999997,25.976000000000003,1424.8999999999905,54.85448105943912,77119071.20755199,False,-1051440991.9675642,2018-2026
GOOGL,2020-04-30,2020-05-01,1333.15,1321.75,1335.0,1.4139444173573867,7.957559681697612,16.524,23.476,327.4000000000001,13.94615777815642,90295341.43650477,False,-783529825.0215968,2018-2026
GOOGL,2020-05-07,2020-05-08,1364.8,1386.1,1365.0,1.3042203985932006,8.988764044943817,15.624000000000002,19.375999999999998,-547.5999999999907,-28.261767134599026,162186630.567168,False,-315520772.13423896,2018-2026
GOOGL,2020-05-14,2020-05-15,1344.45,1370.35,1345.0,1.3871843504778907,14.477211796246644,15.599000000000004,19.400999999999996,-975.0999999999906,-50.260295861037605,-1259317.1606017526,False,-2079554276.5466774,2018-2026
GOOGL,2020-05-21,2020-05-22,1408.2,1414.975,1410.0,1.2285186763243856,10.40462427745664,14.486500000000003,20.513499999999997,951.1500000000094,46.3670265922446,220165995.92644802,False,-109182706.5287464,2018-2026
GOOGL,2020-05-28,2020-05-29,1423.3,1432.825,1425.0,1.1733295861729782,15.568862275449105,14.036499999999997,20.963500000000003,621.1499999999951,29.63007131442722,179326352.98858002,False,760104626.6961507,2018-2026
GOOGL,2020-06-04,2020-06-05,1410.4,1437.625,1410.0,1.1344299489506522,9.999999999999993,13.511499999999998,16.488500000000002,-1411.3500000000001,-85.59602146950905,-3435397.032319979,False,696485542.2976031,2018-2026
GOOGL,2020-06-11,2020-06-12,1410.45,1402.025,1410.0,2.059626360381438,7.228915662650608,26.0365,33.963499999999996,1806.1500000000092,53.17914820321844,71735857.694469,False,-3005638862.322374,2018-2026
GOOGL,2020-06-18,2020-06-19,1432.8,1425.825,1435.0,1.3470128419877163,8.290155440414505,17.148999999999997,22.851000000000003,797.4000000000043,34.89562820007895,100474422.91603197,False,-688275940.221064,2018-2026
GOOGL,2020-06-25,2020-06-26,1440.3,1375.65,1440.0,1.2289106436159134,9.039548022598868,15.511500000000002,19.4885,-1948.85,-100.0,110613951.86775298,False,-1717559145.1956682,2018-2026
GOOGL,2020-07-01,2020-07-02,1446.9,1474.125,1445.0,1.0989010989010988,10.062893081761015,12.3365,17.6635,-1678.85,-95.04628188071447,258415267.876038,False,,2018-2026
GOOGL,2020-07-09,2020-07-10,1520.0,1534.65,1520.0,1.3092105263157894,10.050251256281408,17.086499999999997,22.913500000000003,243.64999999999065,10.633469352128248,450175201.9200001,False,-459787391.50894403,2018-2026
GOOGL,2020-07-16,2020-07-17,1512.5,1518.6,1515.0,1.4710743801652892,8.539325842696623,19.386499999999998,25.613500000000002,1578.650000000009,61.63351357682506,214371691.875,False,2338134784.3114204,2018-2026
GOOGL,2020-07-23,2020-07-24,1518.1,1505.725,1520.0,1.422831170542125,8.333333333333327,19.186500000000002,25.813499999999998,491.1499999999911,19.02686578728151,145521792.56651303,False,562832247.156787,2018-2026
GOOGL,2020-08-06,2020-08-07,1502.2,1498.525,1500.0,0.9852216748768473,8.108108108108116,12.924,17.076,1144.900000000009,67.04731787303871,324067410.50465596,False,3262250686.658457,2018-2026
GOOGL,2020-08-13,2020-08-14,1518.2,1503.2,1520.0,1.3107627453563429,10.050251256281417,17.224,22.776,42.40000000000457,1.86160871092398,222130372.47503203,False,2992256422.939308,2018-2026
GOOGL,2020-08-20,2020-08-21,1577.85,1575.3,1580.0,1.1629749342459677,5.994550408719344,16.149000000000004,23.850999999999996,1144.899999999996,48.0021802020878,474412482.43067026,False,2783043284.694751,2018-2026
GOOGL,2020-08-27,2020-08-28,1635.95,1640.6,1635.0,1.341728047923225,7.744874715261964,19.174,25.826,1357.400000000009,52.559436227058356,296003166.61622083,False,4554624682.2870655,2018-2026
GOOGL,2020-09-10,2020-09-11,1530.6,1514.5,1530.0,1.7966810401149877,8.727272727272723,24.349,30.651,884.9,28.87018368079345,19746221.95753203,False,-935797554.4098895,2018-2026
GOOGL,2020-09-17,2020-09-18,1481.3,1442.075,1480.0,1.7687166677918045,9.923664122137403,22.3365,27.6635,-1558.8499999999954,-56.350425651128575,-116420964.07723705,False,-1643683457.3493571,2018-2026
GOOGL,2020-09-24,2020-09-25,1422.0,1440.6,1420.0,1.610407876230661,15.720524017467241,19.9865,30.0135,-61.349999999990956,-2.0440801639259316,-127133071.87320004,False,-2767181959.833957,2018-2026
GOOGL,2020-10-01,2020-10-02,1483.7,1461.825,1485.0,1.2603626069960234,13.903743315508018,16.499,21.001,-667.5999999999956,-31.788962430360247,141502685.87035504,False,1335001803.580404,2018-2026
GOOGL,2020-10-08,2020-10-09,1483.45,1509.025,1482.5,1.1291246755873132,11.343283582089555,14.861500000000003,17.638499999999997,-1166.3500000000088,-66.12523740680948,257144883.5686373,False,4637919610.277524,2018-2026
GOOGL,2020-10-15,2020-10-16,1561.45,1573.05,1560.0,1.2392327644176886,11.886304909560717,17.374,22.626,432.4000000000044,19.11075753557873,325419129.02677757,False,2265378543.474375,2018-2026
GOOGL,2020-10-22,2020-10-23,1609.55,1626.675,1610.0,1.2953931223012645,8.153477218225417,18.549000000000003,21.450999999999997,187.40000000000487,8.736189455037287,426925328.6555065,False,1014288382.809963,2018-2026
GOOGL,2020-11-05,2020-11-06,1760.65,1765.65,1760.0,1.5988413370062193,9.591474245115457,24.936500000000002,35.0635,1928.6499999999912,55.00449185049956,462151825.2898886,False,5431622496.532947,2018-2026
GOOGL,2020-11-12,2020-11-13,1742.05,1775.55,1745.0,1.1624235814127035,25.185185185185183,16.4365,23.5635,-1411.3499999999956,-59.89560124769221,320885630.68684375,False,2893987157.3991613,2018-2026
GOOGL,2020-11-19,2020-11-20,1760.8,1739.475,1760.0,1.1244888686960473,11.111111111111116,16.424,23.576,-410.1000000000091,-17.394808279606767,561384069.8798721,False,4507058280.594554,2018-2026
GOOGL,2020-12-03,2020-12-04,1824.15,1824.425,1825.0,1.0388400076748077,14.248021108179412,16.624000000000002,23.375999999999998,1604.8999999999958,68.65588637919215,659655524.1794896,False,7388187821.85291,2018-2026
GOOGL,2020-12-10,2020-12-11,1768.4,1769.875,1767.5,1.1818593078489028,13.397129186602875,18.174000000000003,24.325999999999997,1579.9000000000003,64.94697031982243,356748182.2761121,False,4261000666.2100987,2018-2026
GOOGL,2020-12-17,2020-12-18,1735.5,1719.775,1735.0,0.9795447997695189,10.588235294117636,14.724,20.276,-50.099999999990885,-2.4709015584923497,157892076.63742495,False,7811684274.95179,2018-2026
GOOGL,2020-12-23,2020-12-24,1737.4,1730.175,1737.5,0.684931506849315,15.126050420168072,9.674,15.326,234.8999999999954,15.326895471747056,593592637.4688522,False,2624098761.0199804,2018-2026
GOOGL,2020-12-30,2020-12-31,1737.45,1745.2,1737.5,0.8029008029008028,12.18637992831542,11.936499999999999,15.563500000000001,423.6499999999953,27.22074083592992,202024144.6310588,False,370277241.0039624,2018-2026
GOOGL,2021-01-07,2021-01-08,1771.75,1793.275,1772.5,1.001834344574573,9.57746478873239,15.611500000000005,19.388499999999993,-516.3500000000087,-26.63176625319178,597517271.083075,False,5270641495.632746,2018-2026
GOOGL,2021-01-14,2021-01-15,1737.15,1733.125,1735.0,1.2693204386495118,10.43083900226757,19.249000000000002,25.750999999999998,1737.4000000000003,67.46922449613608,282215889.10126126,False,3680775509.2772803,2018-2026
GOOGL,2021-01-21,2021-01-22,1891.7,1899.3,1890.0,1.067822593434477,11.881188118811883,16.936500000000002,23.063499999999998,763.6500000000048,33.11075942506579,366908356.356145,False,5413596382.992267,2018-2026
GOOGL,2021-01-28,2021-01-29,1855.85,1833.8,1855.0,1.479106608831533,9.836065573770494,23.974,31.026,277.3999999999955,8.940888287242812,264310790.96763924,False,-617088239.5586561,2018-2026
GOOGL,2021-02-04,2021-02-05,2054.35,2083.95,2055.0,0.9662423637646945,9.57178841309823,17.2115,22.7885,-1173.8499999999817,-51.5106303618045,-517179895.14962476,False,4298523135.496933,2018-2026
GOOGL,2021-02-11,2021-02-12,2084.7,2095.45,2085.0,0.9929486257015399,11.594202898550726,17.5365,22.4635,708.6500000000182,31.54673136421387,456349009.32045007,False,4179952535.5880265,2018-2026
GOOGL,2021-02-18,2021-02-19,2118.8,2092.0,2120.0,0.9344912214461015,12.121212121212123,17.136499999999998,22.863500000000002,-1086.3500000000001,-47.5145975025696,479130955.5108802,False,2970699882.059892,2018-2026
GOOGL,2021-02-25,2021-02-26,2021.9,2044.2,2025.0,1.9090954053118354,15.54404145077721,33.224,41.776,1402.399999999995,33.569513596323134,3619585.6866939813,False,-2369413694.134251,2018-2026
GOOGL,2021-03-04,2021-03-05,2040.85,2094.925,2040.0,1.859519317931254,20.289855072463777,32.82399999999999,42.17600000000001,-2210.100000000019,-52.4018399089534,158294269.81235698,False,-3761781797.646368,2018-2026
GOOGL,2021-03-11,2021-03-12,2104.4,2051.425,2105.0,1.2022429195970346,17.39130434782609,21.211499999999997,28.788500000000003,-2878.8500000000004,-100.0,505014995.76600003,False,6878755006.715953,2018-2026
GOOGL,2021-03-18,2021-03-19,2029.3,2034.425,2030.0,1.6508155521608436,14.328358208955216,28.148999999999997,41.851,2372.400000000004,56.68681751929474,-151670153.21594504,False,1764574347.6676853,2018-2026
GOOGL,2021-03-25,2021-03-26,2042.05,2015.175,2042.5,1.1973262163022453,16.768916155419223,20.299,29.701,-702.6000000000046,-23.6557691660215,52272636.40243873,False,-1185990057.6647549,2018-2026
GOOGL,2021-03-31,2021-04-01,2065.1,2132.5,2065.0,0.8958403951382501,10.81081081081081,15.9115,21.5885,-2158.85,-100.0,404773425.61733913,False,6274210134.969219,2018-2026
GOOGL,2021-04-08,2021-04-09,2251.15,2265.6,2250.0,0.810696754991893,10.410958904109592,15.424,24.576,-17.599999999990956,-0.7161458333329653,1024028901.8610009,False,6300514191.035127,2018-2026
GOOGL,2021-04-15,2021-04-16,2290.1,2286.25,2290.0,0.8820575520719621,8.910891089108905,16.7865,23.2135,1303.65,56.159131539836736,783483996.6580989,False,7185585492.232908,2018-2026
GOOGL,2021-04-22,2021-04-23,2254.65,2302.725,2255.0,1.0932960769964295,7.707910750507094,20.7865,29.2135,-2693.849999999991,-92.21250449278557,327578825.38788676,False,-2229132129.907802,2018-2026
GOOGL,2021-04-29,2021-04-30,2396.7,2354.225,2395.0,0.9346184336796429,8.928571428571427,19.224,25.776,-2155.100000000009,-83.60878336437031,844280535.0805559,False,4901981752.080001,2018-2026
GOOGL,2021-05-06,2021-05-07,2326.35,2355.65,2325.0,1.0252111677090723,6.289308176100629,20.861499999999996,26.638500000000004,-978.8500000000095,-36.745687632562245,238878209.65255648,False,1065820753.0841982,2018-2026
GOOGL,2021-05-13,2021-05-14,2238.15,2281.5,2237.5,1.2175234010231664,7.706422018348623,23.986500000000003,31.013499999999997,-2001.3499999999997,-64.53157495929192,330510624.12421215,False,-2654395226.060233,2018-2026
GOOGL,2021-05-20,2021-05-21,2307.2,2295.825,2305.0,0.8365117891816922,11.398963730569953,16.274,23.726,709.8999999999819,29.920762033211744,1910872303.3344002,False,1002201969.6464185,2018-2026
GOOGL,2021-05-27,2021-05-28,2379.45,2367.9,2380.0,0.6619176700498015,10.793650793650789,12.698999999999998,19.801000000000002,59.9000000000089,3.0250997424377,970834870.2613589,False,2285697365.539214,2018-2026
GOOGL,2021-06-03,2021-06-04,2340.7,2398.175,2340.0,0.8715341564489257,10.784313725490192,16.924,23.076,-2307.6,-100.0,-188854681.05970392,False,-1408179728.4946144,2018-2026
GOOGL,2021-06-10,2021-06-11,2429.25,2425.925,2430.0,0.7430276834413915,7.202216066481998,15.974000000000004,24.025999999999996,1189.9000000000185,49.5255140264721,1252714990.0541623,False,4792295863.338831,2018-2026
GOOGL,2021-06-17,2021-06-18,2441.95,2418.025,2440.0,0.8947767153299616,11.441647597254006,18.2365,26.7635,-373.8499999999909,-13.968651334840024,1180654190.1204414,False,2448509813.65949,2018-2026
GOOGL,2021-06-24,2021-06-25,2447.95,2445.225,2450.0,0.6842460017565719,11.34328358208955,14.498999999999999,20.501,972.3999999999908,47.43183259353157,321361804.37390924,False,8154507613.76073,2018-2026
GOOGL,2021-07-01,2021-07-02,2445.2,2505.5,2445.0,0.7484050384426633,9.836065573770487,15.849000000000004,21.650999999999996,-1915.0999999999997,-88.4531892291349,505295711.215568,False,6505889251.575039,2018-2026
GOOGL,2021-07-08,2021-07-09,2500.1,2510.6,2500.0,0.7959681612735491,11.055276381909545,16.8865,23.1135,628.6500000000093,27.198390550977102,257116193.06135285,False,-1716871879.714417,2018-2026
GOOGL,2021-07-15,2021-07-16,2538.55,2537.55,2540.0,0.7583069074865573,7.792207792207792,16.5865,23.4135,1413.6500000000183,60.37755995472776,355283624.80303,False,1902849029.966998,2018-2026
GOOGL,2021-07-22,2021-07-23,2565.35,2662.125,2565.0,0.7347925234373478,7.957559681697603,16.0365,23.9635,-1896.35,-79.13493437936863,926845278.4924722,False,-2.3516790972399975e+24,2018-2026
GOOGL,2021-07-29,2021-07-30,2716.0,2692.425,2720.0,0.7179675994108984,6.15384615384615,16.4865,23.5135,-1108.849999999982,-47.15801560805418,914114473.8544,False,5133016124.937325,2018-2026
GOOGL,2021-08-05,2021-08-06,2721.15,2709.425,2722.5,0.6706723260386234,7.12328767123288,15.836499999999997,21.663500000000003,276.15000000001794,12.747247674660969,1157422726.5457075,False,4267559527.67237,2018-2026
GOOGL,2021-08-12,2021-08-13,2738.85,2752.95,2740.0,0.6334775544480348,6.340057636887606,15.036500000000002,19.963499999999996,208.6500000000184,10.451574122774986,771740425.4681902,False,8440043250.045647,2018-2026
GOOGL,2021-08-19,2021-08-20,2715.35,2744.925,2715.0,0.8267810779457531,10.244988864142533,18.3615,26.6385,-1156.3500000000183,-43.40897573061614,286950252.2267041,False,-1445262836.2299597,2018-2026
GOOGL,2021-08-26,2021-08-27,2836.0,2888.55,2840.0,0.7087447108603668,8.955223880597012,16.686500000000002,23.313499999999998,-2331.35,-100.0,733853938.28,False,3794431407.0552325,2018-2026
GOOGL,2021-09-02,2021-09-03,2870.45,2875.95,2870.0,0.6810778797749483,7.672634271099753,16.099,23.901,1014.9000000000182,42.46265846617373,435380060.05834174,False,6338350504.863836,2018-2026
GOOGL,2021-09-09,2021-09-10,2873.75,2819.325,2875.0,0.6420182688125273,9.214092140921414,14.973999999999997,22.526000000000003,-2252.6000000000004,-100.0,419182675.7782812,False,1841042988.359627,2018-2026
GOOGL,2021-09-16,2021-09-17,2872.45,2820.15,2870.0,0.621420738394054,7.2829131652661,15.136500000000003,24.863499999999995,-2486.3499999999995,-100.0,1088867177.7095208,False,-1132593332.9875567,2018-2026
GOOGL,2021-09-23,2021-09-24,2826.55,2845.35,2825.0,0.6881180237391873,7.7120822622108065,16.749000000000002,23.250999999999998,-360.0999999999907,-15.487505913723743,969987226.3200738,False,1033754110.1391609,2018-2026
GOOGL,2021-09-30,2021-10-01,2685.3,2732.35,2685.0,1.3071165232934865,3.9886039886039852,31.611500000000003,38.38849999999999,-1573.8499999999906,-40.997955116766505,-113961495.73357801,False,-9322940695.134073,2018-2026
GOOGL,2021-10-07,2021-10-08,2786.95,2790.975,2785.0,0.7624822834998835,7.0588235294117645,17.974,27.026,1199.9000000000092,44.39798712351103,1128795893.9165063,False,698598058.3164495,2018-2026
GOOGL,2021-10-14,2021-10-15,2819.15,2827.725,2820.0,0.6757355940620399,9.9737532808399,16.2365,23.7635,851.1500000000091,35.81753529572702,1534674115.747355,False,3152427632.7459397,2018-2026
GOOGL,2021-10-21,2021-10-22,2834.0,2750.425,2835.0,0.8503881439661256,6.639004149377599,19.8865,30.1135,-3011.35,-100.0,1240096341.068,False,6084842694.08607,2018-2026
GOOGL,2021-10-28,2021-10-29,2905.4,2952.0,2905.0,0.8983272527018655,6.130268199233715,21.874000000000002,33.126,-2512.6,-75.8497856668478,1446338232.6696525,False,4122888652.5101175,2018-2026
GOOGL,2021-11-04,2021-11-05,2962.55,2981.35,2965.0,1.0885892221228333,6.511627906976737,27.724000000000004,37.275999999999996,1137.4000000000094,30.512930571950037,1684697699.727628,False,6383948045.481175,2018-2026
GOOGL,2021-11-11,2021-11-12,2918.85,2972.275,2920.0,0.8993267896603114,7.238095238095239,22.761499999999998,32.2385,-2723.8500000000004,-84.49059354498503,527158085.2352841,False,951235703.5814648,2018-2026
GOOGL,2021-11-18,2021-11-19,3001.25,2979.9,3000.0,0.831320283215327,5.210420841683361,21.049,28.951,94.90000000000904,3.277952402335292,2239039700.898438,False,7381678613.569878,2018-2026
GOOGL,2021-12-02,2021-12-03,2871.0,2821.75,2870.0,1.3653779171020552,6.632653061224493,33.54899999999999,46.45100000000001,-1470.1000000000008,-31.64840369421542,38877240.54060011,False,-2869712067.72271,2018-2026
GOOGL,2021-12-09,2021-12-10,2962.0,2959.65,2960.0,0.9824442943956787,9.621993127147762,24.324,35.676,2397.400000000009,67.1992375826889,939743765.7612,False,3050529592.325473,2018-2026
GOOGL,2021-12-16,2021-12-17,2889.6,2849.15,2890.0,1.2527685492801774,7.182320441988955,31.011499999999995,38.9885,-983.8499999999915,-25.234363979121827,474338940.68735987,False,2420880894.8101993,2018-2026
GOOGL,2021-12-22,2021-12-23,2920.35,2946.425,2920.0,0.7242282603112641,8.983451536643036,17.3115,22.6885,-911.3500000000183,-40.167926482580086,816246299.9871156,False,5517274568.719519,2018-2026
GOOGL,2021-12-30,2021-12-31,2925.65,2905.85,2925.0,0.7400064942833215,11.547344110854505,18.586499999999997,26.413500000000003,-56.35000000000936,-2.13337876464722,568040442.4771667,False,5681465972.596521,2018-2026
GOOGL,2022-01-06,2022-01-07,2756.65,2737.875,2760.0,1.2968639471822683,6.433566433566426,30.686500000000006,39.31349999999999,856.1500000000005,21.77750645452582,-305578061.9109368,False,-5726810082.067186,2018-2026
GOOGL,2022-01-13,2022-01-14,2779.5,2792.9,2780.0,1.22683935959705,10.55718475073314,29.911500000000007,40.088499999999996,1701.1499999999917,42.434862865908975,31205325.313800126,False,-4997508620.48724,2018-2026
GOOGL,2022-01-20,2022-01-21,2683.15,2628.4,2680.0,1.518737305033263,9.079754601226993,35.6365,44.3635,-1596.349999999991,-35.983409785070855,-368938615.9993962,False,-10014985695.40215,2018-2026
GOOGL,2022-01-27,2022-01-28,2604.1,2641.7,2605.0,2.065972888905956,7.434944237918209,47.874,62.126,1117.4000000000185,17.98602839390945,-177839201.574888,False,-6490323644.232142,2018-2026
GOOGL,2022-02-03,2022-02-04,2865.7,2876.225,2865.0,2.076281536797292,9.075630252100838,50.574,69.426,3934.9000000000087,56.67761357416542,214267925.93153703,False,-6117471976.357883,2018-2026
GOOGL,2022-02-10,2022-02-11,2763.8,2675.05,2765.0,1.4834647948476734,6.829268292682937,35.824,44.176,-4417.6,-100.0,-327745944.57290405,False,-6687464471.408684,2018-2026
GOOGL,2022-02-17,2022-02-18,2673.75,2622.0,2675.0,1.6961196820944366,4.6306504961411274,40.549,49.451,-1245.1000000000001,-25.178459485146913,-310509163.92234385,False,-9969512565.708395,2018-2026
GOOGL,2022-02-24,2022-02-25,2652.8,2682.35,2655.0,1.6397768395657417,7.356321839080458,38.624,46.376,1127.4000000000094,24.309987924788885,-55161547.309056,False,-7995810398.340068,2018-2026
GOOGL,2022-03-03,2022-03-04,2663.85,2631.25,2665.0,1.5447566492107287,8.019441069258802,35.499,44.501,174.90000000000023,3.930248758454872,-16416110.389171474,False,-5592328134.370899,2018-2026
GOOGL,2022-03-10,2022-03-11,2648.9,2604.7,2650.0,1.5591377552946504,8.716707021791763,36.5615,48.4385,-873.850000000018,-18.04040174654496,11607679.182703055,False,-7404005839.767348,2018-2026
GOOGL,2022-03-17,2022-03-18,2677.1,2716.325,2675.0,1.258824847783049,8.308605341246297,29.299,35.701,-1202.599999999982,-33.68533094311033,239009194.58197203,False,1219064637.598146,2018-2026
GOOGL,2022-03-24,2022-03-25,2821.7,2826.575,2820.0,1.1659637806995784,4.863221884498474,28.224,36.775999999999996,2164.9000000000183,58.8671959973901,872159666.886956,False,458022335.79960936,2018-2026
GOOGL,2022-03-31,2022-04-01,2814.8,2780.125,2815.0,1.1261901378428307,8.201892744479492,28.1615,36.838499999999996,-671.35,-18.224140505178006,395761966.287616,False,-5101931526.946926,2018-2026
GOOGL,2022-04-07,2022-04-08,2732.8,2673.55,2735.0,1.255122950819672,7.580174927113692,30.774000000000004,39.226,-3067.5999999999813,-78.20323254983892,-187964780.6382081,False,-4828077897.330468,2018-2026
GOOGL,2022-04-13,2022-04-14,2605.4,2540.475,2605.0,1.1437783065939968,8.724832214765101,26.0615,33.938500000000005,-3393.8500000000004,-100.0,-251588368.6079962,False,-3900060181.633627,2018-2026
GOOGL,2022-04-21,2022-04-22,2497.85,2403.4,2500.0,2.1118161618992333,5.876777251184836,47.02399999999999,62.97600000000001,-4957.599999999992,-78.72205284552831,-225223365.51208055,False,-7583019380.769811,2018-2026
GOOGL,2022-04-28,2022-04-29,2374.6,2293.8,2375.0,2.0213930767287125,6.25,42.898999999999994,52.101000000000006,-3830.0999999999826,-73.51298439569264,-59071284.77616,False,-5237759290.215816,2018-2026
GOOGL,2022-05-05,2022-05-06,2324.6,2310.45,2325.0,2.443431127935989,5.633802816901407,51.11149999999999,63.88850000000001,3656.149999999981,57.227043990702256,-100331707.72571996,False,-7950955118.141514,2018-2026
GOOGL,2022-05-12,2022-05-13,2239.8,2321.5,2240.0,2.455576390749174,6.545454545454548,50.2615,59.7385,-3123.8500000000004,-52.29207295127932,-181910203.524036,False,-8520182246.412808,2018-2026
GOOGL,2022-05-19,2022-05-20,2220.9,2164.375,2220.0,1.8866225404115446,6.682577565632459,37.68649999999999,47.31350000000001,-1793.8500000000013,-37.914125989411076,-261225160.69409102,False,-8457684622.628954,2018-2026
GOOGL,2022-05-26,2022-05-27,2159.0,2234.525,2160.0,1.6025937934228807,6.936416184971095,30.461499999999994,39.538500000000006,-3953.850000000001,-100.0,-19408641.8278,False,-973383328.4046655,2018-2026
GOOGL,2022-06-02,2022-06-03,2346.45,2285.1,2345.0,1.596028042361866,6.675567423230984,33.149,41.851,-2675.100000000009,-63.919619602877084,305879005.3706887,False,-630257489.8811873,2018-2026
GOOGL,2022-06-09,2022-06-10,2301.55,2232.85,2305.0,2.0355847146488233,6.189967982924215,42.099,52.901,-3005.1000000000095,-56.80610952533996,164267783.79420677,False,-6730653472.117927,2018-2026
GOOGL,2022-06-16,2022-06-17,2115.1,2147.4,2120.0,2.2363008841189544,5.0739957716701864,41.999,53.001,1459.8999999999912,27.544763306352543,-195184815.311499,False,-8780440924.517912,2018-2026
GOOGL,2022-06-23,2022-06-24,2240.9,2344.525,2240.0,1.5841849256994958,5.07042253521127,31.8365,38.1635,-3816.35,-100.0,139658638.73203403,False,-4050297442.99209,2018-2026
GOOGL,2022-06-30,2022-07-01,2177.4,2172.0,2180.0,1.846238633232295,6.467661691542292,35.17399999999999,44.82600000000001,2717.399999999999,60.62106813010304,-179193984.55203602,False,-7114868952.034004,2018-2026
GOOGL,2022-07-07,2022-07-08,2374.45,2384.425,2375.0,1.6193223693908065,5.461638491547467,33.898999999999994,41.101000000000006,2447.399999999981,59.54599644777453,837720185.6505005,False,-1737101595.661174,2018-2026
GOOGL,2022-07-14,2022-07-15,2210.25,2229.925,2210.0,1.8210609659540775,6.211180124223603,35.748999999999995,44.251000000000005,1582.3999999999814,35.759643849856076,-49012285.351049975,False,-6975064290.405001,2018-2026
GOOGL,2022-07-21,2022-07-22,114.10499999999999,107.5,114.13,2.0814162394285964,6.315789473684216,2.0864999999999996,2.783500000000005,-254.3499999999996,-91.37776181066971,157033888.40955037,False,391480245.630589,2018-2026
GOOGL,2022-07-28,2022-07-29,114.025,116.6,114.0,1.4689761017320762,8.955223880597009,1.3865000000000003,1.8634999999999997,-121.3499999999994,-65.1193989804129,168913268.28872803,False,1609129801.64621,2018-2026
GOOGL,2022-08-04,2022-08-05,118.115,117.33,118.0,1.435042119967828,1.7699115044247802,1.5265000000000002,1.9734999999999998,85.64999999999985,43.400050671395924,200127316.134213,False,-388825166.8345744,2018-2026
GOOGL,2022-08-11,2022-08-12,118.81,121.305,119.0,1.3635215890918273,1.234567901234569,1.4440000000000002,1.8059999999999998,-86.10000000000066,-47.674418604651535,162197077.69466344,False,670324630.000505,2018-2026
GOOGL,2022-08-18,2022-08-19,120.565,117.155,120.5,1.2151121801517852,3.412969283276454,1.3015,1.6985,-169.85,-100.0,132738719.06981172,False,1002274061.2551478,2018-2026
GOOGL,2022-08-25,2022-08-26,116.595,110.435,116.5,1.6338608002058406,1.5748031496063006,1.7265,2.2735000000000003,-202.35000000000002,-89.00373872883219,19835622.464498974,False,-2252296720.380358,2018-2026
GOOGL,2022-09-01,2022-09-02,109.13,107.435,109.0,1.8784935398148996,1.9512195121951237,1.7990000000000002,2.2009999999999996,23.400000000000244,10.631531122217286,-83823708.42485613,False,-8849493770.543905,2018-2026
GOOGL,2022-09-08,2022-09-09,108.015,110.845,108.0,1.4859047354534092,1.8691588785046676,1.3965000000000003,1.6034999999999997,-144.84999999999985,-90.33364515123161,-81434243.78511637,False,-5745403417.577824,2018-2026
GOOGL,2022-09-15,2022-09-16,102.94,102.795,103.0,1.7485914124732855,4.444444444444443,1.5039999999999998,1.9960000000000002,129.90000000000015,65.08016032064134,-171822573.20835963,False,-10005330004.584707,2018-2026
GOOGL,2022-09-22,2022-09-23,101.21,98.695,101.0,1.8377630668906237,1.0752688172043021,1.6940000000000002,2.306,-61.10000000000066,-26.496097137901415,-51105646.25438179,False,-9980995464.053135,2018-2026
GOOGL,2022-09-29,2022-09-30,97.205,96.155,97.0,2.299264441129572,1.3422818791946318,1.9265,2.0735,108.15000000000012,52.15818664094532,-79881000.48085637,False,-9846998927.129473,2018-2026
GOOGL,2022-10-06,2022-10-07,101.515,98.58,102.0,1.984928335713934,1.4888337468982642,1.7965000000000002,2.2035,-162.35000000000014,-73.67823916496489,25454893.324072767,False,-6603471274.063521,2018-2026
GOOGL,2022-10-13,2022-10-14,99.205,96.835,99.0,2.0412277606975455,2.469135802469127,1.8315000000000003,2.1685,-33.35000000000059,-15.379294443163749,-50416909.37031049,False,-5673838359.23812,2018-2026
