date,sym,k,U,A,B,AB,addR,baseR,month
2021-01-06,LAD,10,True,True,True,True,1.5500996479824278,2.8653312425708473,2021-01
2021-01-07,TSLA,3,True,False,True,False,-1.6985469619014415,-0.5708802383866626,2021-01
2021-01-07,TSLA,5,True,False,True,False,-1.805568912809805,-0.5708802383866626,2021-01
2021-01-07,TSLA,10,True,False,True,False,-1.7624217686464194,-0.5708802383866626,2021-01
2021-01-08,IONS,3,True,False,False,False,,-0.6563977280920344,2021-01
2021-01-08,IONS,5,True,False,False,False,,-0.6563977280920344,2021-01
2021-01-08,IONS,10,True,False,False,False,-1.6976236415351238,-0.6563977280920344,2021-01
2021-01-11,PENN,3,True,False,True,False,-1.2269034629867344,-0.26773035044508364,2021-01
2021-01-11,PENN,5,True,False,False,False,,-0.26773035044508364,2021-01
2021-01-11,PENN,10,True,False,False,False,,-0.26773035044508364,2021-01
2021-01-12,HAL,3,True,False,False,False,,-1.103656512085866,2021-01
2021-01-20,PODD,3,True,False,False,False,,-1.1129379469063594,2021-01
2021-01-20,TDOC,3,True,True,True,True,-0.46116272112486173,1.7354257923248608,2021-01
2021-01-20,TDOC,5,True,True,True,True,-0.20041703284959503,1.7354257923248608,2021-01
2021-01-20,TDOC,10,True,True,True,True,-0.11836559059311197,1.7354257923248608,2021-01
2021-01-21,HQY,3,True,True,True,True,-1.3056787600778408,-1.1665714285714242,2021-01
2021-01-21,HQY,5,True,False,True,False,,-1.1665714285714242,2021-01
2021-01-22,TDOC,3,True,False,True,False,-1.0391584612337559,0.2710472916972501,2021-01
2021-01-22,TDOC,5,True,False,True,False,,0.2710472916972501,2021-01
2021-01-22,TDOC,10,True,True,True,True,-0.7511068967236879,0.2710472916972501,2021-01
2021-01-25,QLYS,3,True,True,True,True,-2.0766353669248674,-1.8693878973648579,2021-01
2021-01-25,QLYS,5,True,True,True,True,-1.5801660786480962,-1.8693878973648579,2021-01
2021-01-25,UPWK,3,True,False,False,False,,-1.1794713341991014,2021-01
2021-01-26,THO,3,True,False,True,False,,-0.6658768232005261,2021-01
2021-01-26,THO,5,True,False,True,False,,-0.6658768232005261,2021-01
2021-01-26,THO,10,True,True,True,True,-1.2873635097267602,-0.6658768232005261,2021-01
2021-01-27,BAND,3,True,False,True,False,,-0.646841457202011,2021-01
2021-01-27,BAND,5,True,False,True,False,,-0.646841457202011,2021-01
2021-01-27,BAND,10,True,False,True,False,,-0.646841457202011,2021-01
2021-02-03,PINS,3,True,False,True,False,-0.29193164114960696,0.46031044762820883,2021-02
2021-02-03,PINS,5,True,False,True,False,-0.5251546168341101,0.46031044762820883,2021-02
2021-02-03,PINS,10,True,True,True,True,-0.7867286387692258,0.46031044762820883,2021-02
2021-02-04,BL,3,True,False,True,False,-2.6832754959771123,-1.6227808420572674,2021-02
2021-02-04,BL,5,True,True,True,True,-2.278332035927531,-1.6227808420572674,2021-02
2021-02-04,LAD,3,True,True,True,True,-1.0194508167103096,-0.03128401582409874,2021-02
2021-02-04,LAD,5,True,False,True,False,-1.0402285761703298,-0.03128401582409874,2021-02
2021-02-04,LAD,10,True,True,True,True,-1.0280233513673631,-0.03128401582409874,2021-02
2021-02-04,SHOP,3,True,True,True,True,-0.7792038673570294,1.387748009050661,2021-02
2021-02-04,SHOP,5,True,True,True,True,-0.8123479843567973,1.387748009050661,2021-02
2021-02-04,SHOP,10,True,True,True,True,-0.7817710118208672,1.387748009050661,2021-02
2021-02-05,ARWR,3,True,False,True,False,,-0.46625311032285277,2021-02
2021-02-05,ARWR,5,True,False,True,False,,-0.46625311032285277,2021-02
2021-02-05,BL,3,True,False,True,False,,-2.1749273031931966,2021-02
2021-02-05,DBX,3,True,False,False,False,,-1.1364096685673473,2021-02
2021-02-05,DBX,5,True,False,False,False,,-1.1364096685673473,2021-02
2021-02-05,DT,3,True,False,True,False,,-1.4517265131452706,2021-02
2021-02-05,DT,5,True,False,True,False,,-1.4517265131452706,2021-02
2021-02-05,ETSY,3,True,False,False,False,,-1.687235239930599,2021-02
2021-02-05,ETSY,5,True,False,False,False,,-1.687235239930599,2021-02
2021-02-08,MPC,3,True,False,True,False,,2.9571903518730145,2021-02
2021-02-08,MPC,5,True,True,True,True,0.5249042890384075,2.9571903518730145,2021-02
2021-02-08,MPC,10,True,True,True,True,-0.43365288038634175,2.9571903518730145,2021-02
2021-02-08,NET,3,True,False,True,False,,-1.1019749535230696,2021-02
2021-02-09,SHOP,3,True,False,True,False,,-1.7417741183091664,2021-02
2021-02-09,SHOP,5,True,False,True,False,,-1.7417741183091664,2021-02
2021-02-10,SHOP,3,True,False,True,False,,-1.460724214427097,2021-02
2021-02-10,TWLO,3,True,False,True,False,,-1.0204574686323191,2021-02
2021-02-16,MPC,3,True,True,True,True,-0.1317673071927856,1.2998848164752392,2021-02
2021-02-16,MPC,5,True,True,True,True,-0.6900954734835105,1.2998848164752392,2021-02
2021-02-16,MPC,10,True,True,True,True,-0.707754918097513,1.2998848164752392,2021-02
2021-02-17,EQT,3,True,False,False,False,,-0.9137042783918113,2021-02
2021-02-17,EQT,5,True,False,False,False,,-0.9137042783918113,2021-02
2021-02-17,EQT,10,True,False,False,False,,-0.9137042783918113,2021-02
2021-02-17,EXPE,3,True,False,True,False,1.163697645778983,1.5728749642965665,2021-02
2021-02-17,EXPE,5,True,False,True,False,0.6263583158982887,1.5728749642965665,2021-02
2021-02-17,EXPE,10,True,True,True,True,0.5137480542631583,1.5728749642965665,2021-02
2021-02-17,FCX,3,True,True,True,True,-1.070227499174826,-1.002308804723139,2021-02
2021-02-17,FCX,5,True,True,True,True,-1.0737698572588865,-1.002308804723139,2021-02
2021-02-17,FCX,10,True,False,False,False,-2.745697438256395,-1.002308804723139,2021-02
2021-02-18,TRIP,3,True,True,True,True,0.4326254782156246,6.025469875442593,2021-02
2021-02-18,TRIP,5,True,True,True,True,1.137947229296862,6.025469875442593,2021-02
2021-02-18,TRIP,10,True,True,True,True,-0.1773991876278279,6.025469875442593,2021-02
2021-02-19,TRIP,3,True,True,True,True,-0.02276731442631691,5.577132473934764,2021-02
2021-02-19,TRIP,5,True,True,True,True,-0.028814898908563404,5.577132473934764,2021-02
2021-02-19,TRIP,10,True,True,True,True,-0.18656694891468864,5.577132473934764,2021-02
2021-02-19,VLO,3,True,True,True,True,-0.6841531421758485,0.6260836807105203,2021-02
2021-02-19,VLO,5,True,True,True,True,-0.6156600117173643,0.6260836807105203,2021-02
2021-02-19,VLO,10,True,True,True,True,-0.7208490921178615,0.6260836807105203,2021-02
2021-02-22,DINO,3,True,False,True,False,,-1.32731797427375,2021-02
2021-02-22,DINO,5,True,False,True,False,,-1.32731797427375,2021-02
2021-02-22,DINO,10,True,True,True,True,-1.5179761589423466,-1.32731797427375,2021-02
2021-02-22,GAP,3,True,False,True,False,4.839804653045946,3.543494105269214,2021-02
2021-02-22,GAP,5,True,True,True,True,2.5036705874363,3.543494105269214,2021-02
2021-02-22,GAP,10,True,True,True,True,-0.24782166846769135,3.543494105269214,2021-02
2021-02-22,VLO,3,True,True,True,True,-1.1604946613414977,-0.23725425846560622,2021-02
2021-02-22,VLO,5,True,True,True,True,-1.1762693839629574,-0.23725425846560622,2021-02
2021-02-22,VLO,10,True,True,True,True,-1.0993870109722006,-0.23725425846560622,2021-02
2021-02-23,BFH,3,True,False,True,False,2.4824851307489024,3.0178325428802153,2021-02
2021-02-23,BFH,5,True,False,True,False,2.194241124899452,3.0178325428802153,2021-02
2021-02-23,BFH,10,True,True,True,True,0.14400119964486702,3.0178325428802153,2021-02
2021-02-23,DINO,3,True,False,False,False,,-1.1795760286671042,2021-02
2021-02-23,DINO,5,True,False,False,False,,-1.1795760286671042,2021-02
2021-02-23,DINO,10,True,False,False,False,,-1.1795760286671042,2021-02
2021-02-23,VLO,3,True,False,True,False,,-0.721046021442375,2021-02
2021-02-23,VLO,5,True,False,True,False,,-0.721046021442375,2021-02
2021-02-23,VLO,10,True,False,True,False,,-0.721046021442375,2021-02
2021-02-23,WYNN,3,True,False,False,False,,-1.0611886911264288,2021-02
2021-02-23,WYNN,5,True,False,False,False,,-1.0611886911264288,2021-02
2021-02-23,WYNN,10,True,False,False,False,,-1.0611886911264288,2021-02
2021-02-24,CVE,3,True,False,True,False,,0.6150651266149325,2021-02
2021-02-24,CVE,5,True,False,True,False,,0.6150651266149325,2021-02
2021-02-24,CVE,10,True,True,True,True,-0.6929677959386358,0.6150651266149325,2021-02
2021-02-24,SGI,3,True,False,False,False,,2.504938930005022,2021-02
2021-02-24,SGI,5,True,True,False,False,0.25866574466432574,2.504938930005022,2021-02
2021-02-24,SGI,10,True,True,False,False,-0.09137157150935152,2.504938930005022,2021-02
2021-02-24,SLB,3,True,False,False,False,,-0.8406960033849085,2021-02
2021-02-24,SLB,5,True,False,False,False,,-0.8406960033849085,2021-02
2021-02-24,SLB,10,True,False,False,False,,-0.8406960033849085,2021-02
2021-02-24,VLO,3,True,False,True,False,,-2.3748305447839697,2021-02
2021-02-24,VLO,5,True,False,True,False,,-2.3748305447839697,2021-02
2021-02-24,VLO,10,True,True,True,True,-2.413559046174979,-2.3748305447839697,2021-02
2021-02-26,BFH,3,True,False,True,False,1.87054939840319,2.0667952048258194,2021-02
2021-02-26,BFH,5,True,True,True,True,0.8211354943203603,2.0667952048258194,2021-02
2021-02-26,BFH,10,True,True,True,True,-0.05309401330777137,2.0667952048258194,2021-02
2021-03-01,BFH,3,True,False,False,False,,3.6746441400821155,2021-03
2021-03-01,BFH,5,True,True,False,False,0.7723525736294957,3.6746441400821155,2021-03
2021-03-01,BFH,10,True,True,False,False,-0.36812997645941153,3.6746441400821155,2021-03
2021-03-02,GT,3,True,False,True,False,,-1.0815194584048566,2021-03
2021-03-02,GT,5,True,False,True,False,,-1.0815194584048566,2021-03
2021-03-02,GT,10,True,False,False,False,,-1.0815194584048566,2021-03
2021-03-03,CAR,3,True,True,False,False,4.218059540051259,12.637730534496194,2021-03
2021-03-03,CAR,5,True,True,False,False,3.735080827800227,12.637730534496194,2021-03
2021-03-03,CAR,10,True,True,False,False,1.488067439886686,12.637730534496194,2021-03
2021-03-03,FOX,3,True,True,False,False,-0.6449593796836998,0.7659789210111365,2021-03
2021-03-03,FOX,5,True,True,False,False,-0.5032998533623039,0.7659789210111365,2021-03
2021-03-03,FOX,10,True,True,False,False,-0.7106313883100697,0.7659789210111365,2021-03
2021-03-03,FOXA,3,True,True,True,True,-0.6773850917129607,0.5326032873887211,2021-03
2021-03-03,FOXA,5,True,True,True,True,-0.5891523132559939,0.5326032873887211,2021-03
2021-03-03,FOXA,10,True,True,True,True,-0.7470426168778556,0.5326032873887211,2021-03
2021-03-03,GT,3,True,False,False,False,,-1.2038418931765411,2021-03
2021-03-03,OVV,3,True,True,True,True,-2.3035627181691214,-1.4163760693330842,2021-03
2021-03-03,OVV,5,True,True,True,True,-1.7715454174014296,-1.4163760693330842,2021-03
2021-03-03,OVV,10,True,True,True,True,-2.4026189533262254,-1.4163760693330842,2021-03
2021-03-03,URBN,3,True,False,False,False,-0.7204566842199848,0.2655728276522576,2021-03
2021-03-03,URBN,5,True,False,False,False,-0.3673575470342014,0.2655728276522576,2021-03
2021-03-03,URBN,10,True,True,False,False,-0.8469437509679207,0.2655728276522576,2021-03
2021-03-04,CVE,3,True,False,True,False,,-0.06970466942610747,2021-03
2021-03-04,CVE,5,True,True,True,True,-1.0605902869626496,-0.06970466942610747,2021-03
2021-03-04,CVE,10,True,False,True,False,,-0.06970466942610747,2021-03
2021-03-04,DVN,3,True,False,True,False,,-0.8258431509238203,2021-03
2021-03-04,DVN,5,True,False,True,False,-1.98827299594102,-0.8258431509238203,2021-03
2021-03-04,MUR,3,True,False,True,False,,-1.3829283571149344,2021-03
2021-03-04,MUR,5,True,False,True,False,-1.5225063750664998,-1.3829283571149344,2021-03
2021-03-04,OXY,3,True,False,False,False,,-1.2864497235351193,2021-03
2021-03-04,OXY,5,True,False,False,False,-1.568869203403226,-1.2864497235351193,2021-03
2021-03-05,BFH,3,True,False,True,False,0.16223497587785793,0.6442873641172558,2021-03
2021-03-05,BFH,5,True,False,True,False,-0.11063220622666803,0.6442873641172558,2021-03
2021-03-05,BFH,10,True,True,True,True,-0.47690992445178426,0.6442873641172558,2021-03
2021-03-05,CAR,3,True,False,True,False,5.6089578667857145,4.886686406992081,2021-03
2021-03-05,CAR,5,True,True,True,True,1.9899739892099482,4.886686406992081,2021-03
2021-03-05,CAR,10,True,True,True,True,2.822615388067211,4.886686406992081,2021-03
2021-03-05,CVE,3,True,False,True,False,,-1.3957002789181798,2021-03
2021-03-05,CVE,5,True,True,True,True,-2.179586925652261,-1.3957002789181798,2021-03
2021-03-05,EOG,3,True,False,False,False,,-1.2092518963475944,2021-03
2021-03-05,EOG,5,True,False,False,False,,-1.2092518963475944,2021-03
2021-03-05,GAP,3,True,True,True,True,-0.8130293655313523,0.4711657536114756,2021-03
2021-03-05,GAP,5,True,True,True,True,-0.8483808960561194,0.4711657536114756,2021-03
2021-03-05,GAP,10,True,True,True,True,-0.855821640660234,0.4711657536114756,2021-03
2021-03-05,HAL,3,True,False,True,False,,-0.9458109543527908,2021-03
2021-03-05,HAL,5,True,False,True,False,,-0.9458109543527908,2021-03
2021-03-05,LYFT,3,True,False,False,False,,-0.8352989486510638,2021-03
2021-03-05,LYFT,5,True,False,False,False,-2.1662072779337507,-0.8352989486510638,2021-03
2021-03-05,LYFT,10,True,False,False,False,-2.0754372754561192,-0.8352989486510638,2021-03
2021-03-05,URBN,3,True,False,True,False,,-0.32435778355550626,2021-03
2021-03-05,URBN,5,True,False,True,False,-1.3451298228074238,-0.32435778355550626,2021-03
2021-03-05,URBN,10,True,True,True,True,-1.240242584838294,-0.32435778355550626,2021-03
2021-03-08,ARMK,3,True,False,False,False,,-1.53982279433428,2021-03
2021-03-08,ARMK,5,True,False,False,False,,-1.53982279433428,2021-03
2021-03-08,CF,3,True,False,False,False,,-1.3260730686746471,2021-03
2021-03-08,CF,5,True,False,False,False,-1.5537725928343877,-1.3260730686746471,2021-03
2021-03-08,GAP,3,True,False,True,False,-2.0709796239118186,-0.683139157525563,2021-03
2021-03-08,GAP,5,True,True,True,True,-1.3086218742893323,-0.683139157525563,2021-03
2021-03-08,GAP,10,True,False,True,False,-1.7871446192753262,-0.683139157525563,2021-03
2021-03-08,SGI,3,True,False,True,False,,-0.6903936279248345,2021-03
2021-03-08,SGI,5,True,True,True,True,-1.1599893701817903,-0.6903936279248345,2021-03
2021-03-08,SGI,10,True,True,True,True,-1.1841822624479479,-0.6903936279248345,2021-03
2021-03-08,VAC,3,True,False,True,False,,-1.0433342799770529,2021-03
2021-03-08,VAC,5,True,False,True,False,,-1.0433342799770529,2021-03
2021-03-09,BFH,3,True,False,True,False,-1.631269272407492,0.5274616188312972,2021-03
2021-03-09,BFH,5,True,True,True,True,-1.3658702975800705,0.5274616188312972,2021-03
2021-03-09,BFH,10,True,False,False,False,,0.5274616188312972,2021-03
2021-03-10,AA,3,True,False,False,False,,-1.5187516726850994,2021-03
2021-03-10,BA,3,True,True,True,True,-1.2140677432794427,-0.34777642919598417,2021-03
2021-03-10,BA,5,True,True,True,True,-1.2379406211539468,-0.34777642919598417,2021-03
2021-03-10,CZR,3,True,False,True,False,-1.9567610938552051,-1.6704436176575166,2021-03
2021-03-10,CZR,5,True,False,False,False,,-1.6704436176575166,2021-03
2021-03-10,ET,3,True,False,False,False,,-1.6363462554196129,2021-03
2021-03-10,ET,5,True,False,False,False,,-1.6363462554196129,2021-03
2021-03-10,GAP,3,True,True,True,True,-2.1000257223874024,-1.803911568058052,2021-03
2021-03-10,GAP,5,True,True,True,True,-2.519582440416349,-1.803911568058052,2021-03
2021-03-11,BA,3,True,False,True,False,,-2.017730487637568,2021-03
2021-03-11,BA,5,True,False,True,False,,-2.017730487637568,2021-03
2021-03-11,BOX,3,True,False,False,False,,-1.101458747983372,2021-03
2021-03-12,AER,3,True,False,False,False,,-1.7936233743921381,2021-03
2021-03-12,AER,5,True,False,False,False,,-1.7936233743921381,2021-03
2021-03-12,BA,3,True,False,False,False,,-1.1612628347888654,2021-03
2021-03-12,BA,5,True,False,False,False,,-1.1612628347888654,2021-03
2021-03-12,LYFT,3,True,False,False,False,,-1.0504230623776536,2021-03
2021-03-12,LYFT,5,True,False,False,False,,-1.0504230623776536,2021-03
2021-03-12,UAL,3,True,True,True,True,-1.3227930771293404,-0.7407929402487505,2021-03
2021-03-12,UAL,5,True,True,True,True,-1.4436530153567104,-0.7407929402487505,2021-03
2021-03-15,ALK,3,True,False,True,False,,-1.1186771558522508,2021-03
2021-03-15,BFH,3,True,False,True,False,,-1.5985120366846746,2021-03
2021-03-15,BFH,5,True,False,False,False,,-1.5985120366846746,2021-03
2021-03-15,SGI,3,True,False,True,False,,-1.5959608454864689,2021-03
2021-03-15,SGI,5,True,False,True,False,,-1.5959608454864689,2021-03
2021-03-15,THO,3,True,False,True,False,,-2.570601891448648,2021-03
2021-03-15,THO,5,True,False,True,False,,-2.570601891448648,2021-03
2021-03-17,PHM,3,True,False,False,False,,0.5206520565859645,2021-03
2021-03-17,PHM,5,True,False,False,False,,0.5206520565859645,2021-03
2021-03-17,PHM,10,True,False,False,False,0.012083643364866769,0.5206520565859645,2021-03
2021-03-23,SFM,3,True,True,False,False,-1.1563475684934945,-0.33929250849862014,2021-03
2021-03-23,SFM,5,True,True,False,False,-1.1446245073382326,-0.33929250849862014,2021-03
2021-03-23,SFM,10,True,False,False,False,-1.494016999971097,-0.33929250849862014,2021-03
2021-03-26,AMAT,3,True,False,False,False,-0.5730409719618919,0.22388519941697888,2021-03
2021-03-26,AMAT,5,True,True,False,False,-0.8533662554049745,0.22388519941697888,2021-03
2021-03-26,AMAT,10,True,False,False,False,-0.6671350350447052,0.22388519941697888,2021-03
2021-03-26,SFM,3,True,False,True,False,,-1.0507694774263776,2021-03
2021-03-26,SFM,5,True,False,False,False,,-1.0507694774263776,2021-03
2021-03-31,AMAT,3,True,True,True,True,-1.4790024954758996,-0.6178858388539195,2021-03
2021-03-31,AMAT,5,True,True,True,True,-1.4948103978527263,-0.6178858388539195,2021-03
2021-03-31,AMAT,10,True,False,True,False,,-0.6178858388539195,2021-03
2021-03-31,ENTG,3,True,True,True,True,-0.8321295733112609,0.5534538678278892,2021-03
2021-03-31,ENTG,5,True,True,True,True,-0.8797659220169348,0.5534538678278892,2021-03
2021-03-31,ENTG,10,True,True,True,True,-0.8354969189007302,0.5534538678278892,2021-03
2021-03-31,LRCX,3,True,True,True,True,-0.7002577669790209,1.4436102662126844,2021-03
2021-03-31,LRCX,5,True,True,True,True,-0.7643003447146143,1.4436102662126844,2021-03
2021-03-31,LRCX,10,True,True,True,True,-0.683766991033349,1.4436102662126844,2021-03
2021-04-01,AMAT,3,True,False,True,False,,-1.5412634013915922,2021-04
2021-04-01,AMAT,5,True,False,True,False,,-1.5412634013915922,2021-04
2021-04-01,ENTG,3,True,False,True,False,,-1.0316695116429018,2021-04
2021-04-01,ENTG,5,True,False,True,False,,-1.0316695116429018,2021-04
2021-04-01,ENTG,10,True,False,True,False,,-1.0316695116429018,2021-04
2021-04-01,LRCX,3,True,False,True,False,-1.9348083370539366,-0.9217304871713454,2021-04
2021-04-01,LRCX,5,True,False,True,False,-1.8022832133348197,-0.9217304871713454,2021-04
2021-04-01,LRCX,10,True,False,True,False,,-0.9217304871713454,2021-04
2021-04-01,QRVO,3,True,False,True,False,,-1.2334223457232498,2021-04
2021-04-01,QRVO,5,True,False,True,False,,-1.2334223457232498,2021-04
2021-04-01,QRVO,10,True,False,True,False,,-1.2334223457232498,2021-04
2021-04-05,AMKR,3,True,False,True,False,,-1.1518156773052612,2021-04
2021-04-05,LRCX,3,True,False,True,False,,-1.869649942030946,2021-04
2021-04-05,LRCX,5,True,False,True,False,,-1.869649942030946,2021-04
2021-04-08,SAM,3,True,False,False,False,,-1.0518439146985823,2021-04
2021-04-08,SAM,5,True,False,False,False,,-1.0518439146985823,2021-04
2021-04-08,SAM,10,True,False,False,False,,-1.0518439146985823,2021-04
2021-04-09,FND,3,True,False,True,False,,-0.5730120843103798,2021-04
2021-04-09,FND,5,True,False,True,False,-1.799780004108139,-0.5730120843103798,2021-04
2021-04-09,FND,10,True,False,True,False,-1.6202192632399581,-0.5730120843103798,2021-04
2021-04-09,YETI,3,True,True,True,True,-0.4885113071975064,0.8356377213203244,2021-04
2021-04-09,YETI,5,True,True,True,True,-0.7009111522050026,0.8356377213203244,2021-04
2021-04-09,YETI,10,True,True,True,True,-0.7355183822576423,0.8356377213203244,2021-04
2021-04-12,YETI,3,True,False,True,False,,-0.5190214390092273,2021-04
2021-04-12,YETI,5,True,False,True,False,,-0.5190214390092273,2021-04
2021-04-12,YETI,10,True,False,True,False,-1.7937213841082322,-0.5190214390092273,2021-04
2021-04-15,AEO,3,True,False,True,False,,-0.6468543974037099,2021-04
2021-04-15,AEO,5,True,True,True,True,-1.1795846361695892,-0.6468543974037099,2021-04
2021-04-15,AEO,10,True,True,True,True,-1.4359206150494879,-0.6468543974037099,2021-04
2021-04-16,RH,3,True,True,True,True,-0.1877876586914024,0.8920013502167543,2021-04
2021-04-16,RH,5,True,True,True,True,-0.658641128848214,0.8920013502167543,2021-04
2021-04-16,RH,10,True,True,True,True,-0.6588329408397109,0.8920013502167543,2021-04
2021-04-19,AEO,3,True,True,False,False,-1.379204632756691,-0.9957394959721749,2021-04
2021-04-19,AEO,5,True,False,False,False,,-0.9957394959721749,2021-04
2021-04-19,AEO,10,True,False,False,False,-2.118519721235415,-0.9957394959721749,2021-04
2021-04-19,RH,3,True,False,False,False,,0.6796017721768985,2021-04
2021-04-19,RH,5,True,True,False,False,-0.7594767142955329,0.6796017721768985,2021-04
2021-04-19,RH,10,True,True,False,False,-0.8036147696428143,0.6796017721768985,2021-04
2021-04-21,RH,3,True,True,True,True,-1.134634041922431,-0.15095476222665788,2021-04
2021-04-21,RH,5,True,True,True,True,-1.0675563666990824,-0.15095476222665788,2021-04
2021-04-21,RH,10,True,False,True,False,-1.175385224221079,-0.15095476222665788,2021-04
2021-04-22,THC,3,True,False,False,False,,5.907895491212238,2021-04
2021-04-22,THC,5,True,True,False,False,1.8408329716269307,5.907895491212238,2021-04
2021-04-22,THC,10,True,True,False,False,0.049222803450172284,5.907895491212238,2021-04
2021-04-23,HUBS,3,True,False,True,False,,-1.3069701755867644,2021-04
2021-04-23,RH,3,True,False,True,False,-1.0466452881726775,-1.0392550327051526,2021-04
2021-04-23,RH,5,True,False,True,False,,-1.0392550327051526,2021-04
2021-04-23,RH,10,True,False,True,False,,-1.0392550327051526,2021-04
2021-04-26,FCX,3,True,False,False,False,,0.7799577857586902,2021-04
2021-04-26,FCX,5,True,False,False,False,,0.7799577857586902,2021-04
2021-04-26,FCX,10,True,True,False,False,-0.5587358168879767,0.7799577857586902,2021-04
2021-04-27,RH,3,True,False,False,False,,-1.7368341681078217,2021-04
2021-04-27,RH,5,True,False,False,False,,-1.7368341681078217,2021-04
2021-05-04,CROX,3,True,False,True,False,-2.121347438453309,-0.5854273742950757,2021-05
2021-05-04,CROX,5,True,False,True,False,,-0.5854273742950757,2021-05
2021-05-04,CROX,10,True,False,False,False,,-0.5854273742950757,2021-05
2021-05-05,CROX,3,True,False,True,False,,-2.7370279711702166,2021-05
2021-05-05,FCX,3,True,False,True,False,-1.7181234119967974,-0.3680100586393212,2021-05
2021-05-05,FCX,5,True,False,True,False,-1.7121962135008644,-0.3680100586393212,2021-05
2021-05-07,FCX,3,True,False,True,False,,-1.5982302585359163,2021-05
2021-05-07,FCX,5,True,False,False,False,,-1.5982302585359163,2021-05
2021-05-17,AR,3,True,False,True,False,,1.5254986872959435,2021-05
2021-05-17,AR,5,True,False,True,False,,1.5254986872959435,2021-05
2021-05-17,AR,10,True,False,True,False,0.6619037308241098,1.5254986872959435,2021-05
2021-05-17,CALY,3,True,False,False,False,,-0.09617781261219537,2021-05
2021-05-17,CALY,5,True,False,False,False,,-0.09617781261219537,2021-05
2021-05-17,CALY,10,True,True,False,False,-1.0413756653583144,-0.09617781261219537,2021-05
2021-05-17,M,3,True,False,False,False,,-1.0935625033380956,2021-05
2021-05-17,WDC,3,True,False,False,False,,-0.5622603153813545,2021-05
2021-05-17,WDC,5,True,False,False,False,,-0.5622603153813545,2021-05
2021-05-17,WDC,10,True,False,False,False,,-0.5622603153813545,2021-05
2021-05-19,AR,3,True,False,False,False,,1.4950710732789931,2021-05
2021-05-19,AR,5,True,False,False,False,,1.4950710732789931,2021-05
2021-05-19,AR,10,True,False,False,False,,1.4950710732789931,2021-05
2021-05-26,CALY,3,True,False,True,False,,-1.1346688014586654,2021-05
2021-05-26,CALY,5,True,False,True,False,,-1.1346688014586654,2021-05
2021-05-27,ANF,3,True,False,False,False,,-1.145775470686282,2021-05
2021-05-27,BSY,3,True,False,True,False,1.1805572131188462,1.9713363486250286,2021-05
2021-05-27,BSY,5,True,True,True,True,-0.019547891110813037,1.9713363486250286,2021-05
2021-05-27,BSY,10,True,True,True,True,-0.34871582628608977,1.9713363486250286,2021-05
2021-05-27,CCJ,3,True,False,False,False,-3.418528217227361,-1.3999108200776709,2021-05
2021-05-27,CCJ,5,True,False,False,False,-2.565101646572932,-1.3999108200776709,2021-05
2021-05-27,CCJ,10,True,False,False,False,-2.602805347010089,-1.3999108200776709,2021-05
2021-06-01,CCJ,3,True,False,True,False,,-1.90019914536903,2021-06
2021-06-01,CCJ,5,True,False,True,False,,-1.90019914536903,2021-06
2021-06-02,BSY,3,True,True,True,True,-0.25829481684495587,1.7614615553959079,2021-06
2021-06-02,BSY,5,True,True,True,True,-0.3360965223197599,1.7614615553959079,2021-06
2021-06-02,BSY,10,True,True,True,True,-0.6192638852635991,1.7614615553959079,2021-06
2021-06-02,CVE,3,True,False,True,False,-0.26301132414154577,0.712913797877746,2021-06
2021-06-02,CVE,5,True,True,True,True,-0.7075209256805635,0.712913797877746,2021-06
2021-06-02,CVE,10,True,True,True,True,-0.7739806429802305,0.712913797877746,2021-06
2021-06-02,DVN,3,True,False,True,False,,-1.3334239093844216,2021-06
2021-06-02,DVN,5,True,False,False,False,,-1.3334239093844216,2021-06
2021-06-02,OVV,3,True,True,True,True,-1.0311918817716526,-0.8247485353188229,2021-06
2021-06-02,OVV,5,True,True,True,True,-1.0460796170540718,-0.8247485353188229,2021-06
2021-06-02,OVV,10,True,True,True,True,-1.027946882303968,-0.8247485353188229,2021-06
2021-06-03,BSY,3,True,False,True,False,-0.4103853353170561,0.44215167866065314,2021-06
2021-06-03,BSY,5,True,True,True,True,-0.6240593082948958,0.44215167866065314,2021-06
2021-06-03,BSY,10,True,True,True,True,-0.7378651190260571,0.44215167866065314,2021-06
2021-06-04,BSY,3,True,False,True,False,,-0.03615494299471601,2021-06
2021-06-04,BSY,5,True,False,True,False,-1.0392067046756133,-0.03615494299471601,2021-06
2021-06-04,BSY,10,True,False,True,False,-1.0369601252926142,-0.03615494299471601,2021-06
2021-06-04,MRNA,3,True,True,True,True,-1.412447493370407,20.0,2021-06
2021-06-04,MRNA,5,True,True,True,True,-1.3669977649095555,20.0,2021-06
2021-06-04,MRNA,10,True,False,False,False,,20.0,2021-06
2021-06-07,CCJ,3,True,False,False,False,,-5.4433137035775045,2021-06
2021-06-07,MRNA,3,True,False,True,False,,-1.3833139409537474,2021-06
2021-06-07,MRNA,5,True,False,True,False,,-1.3833139409537474,2021-06
2021-06-08,FANG,3,True,False,False,False,,0.3170947309164432,2021-06
2021-06-08,FANG,5,True,False,False,False,,0.3170947309164432,2021-06
2021-06-08,FANG,10,True,False,False,False,,0.3170947309164432,2021-06
2021-06-08,NET,3,True,True,True,True,2.0311992157273995,4.3516203289460105,2021-06
