ticker,edate,year,ivp,credit,pnl,days,exit,mark_cov,roc,win
LQD,2020-07-24,2020,61.29032258064516,2.035,1.0650000000000002,19,profit_take,0.6842105263157895,0.5233415233415234,1
QQQ,2020-07-24,2020,73.4126984126984,14.575,-1.0,21,expiry_loss,0.6666666666666666,-0.0686106346483705,0
SLV,2020-07-24,2020,94.84126984126983,2.16,-3.1949999999999994,13,stop_loss,0.6923076923076923,-1.4791666666666663,0
SPY,2020-07-24,2020,61.50793650793651,12.89,-2.1950000000000003,21,expiry_loss,0.6666666666666666,-0.17028704422032584,0
TLT,2020-07-24,2020,70.63492063492063,5.01,2.965,17,profit_take,0.6470588235294118,0.591816367265469,1
TNA,2020-07-24,2020,88.88888888888889,4.555,-1.2699999999999996,21,expiry_loss,0.6666666666666666,-0.2788144895718989,0
TQQQ,2020-07-24,2020,73.4126984126984,17.950000000000003,-0.5499999999999972,21,expiry_loss,0.6190476190476191,-0.030640668523676716,0
UNG,2020-07-24,2020,73.4126984126984,1.2149999999999999,-1.6100000000000003,21,expiry_loss,0.47619047619047616,-1.3251028806584366,0
UPRO,2020-07-24,2020,61.50793650793651,5.825,-1.0249999999999995,21,expiry_loss,0.5714285714285714,-0.1759656652360514,0
USO,2020-07-24,2020,78.17460317460318,2.09,1.0699999999999998,17,profit_take,0.6470588235294118,0.5119617224880383,1
XBI,2020-07-24,2020,78.57142857142857,8.625,4.62,17,profit_take,0.6470588235294118,0.5356521739130435,1
