date,sym,kind,grade_shown,in_state,brk,px,alert_risk,R_alert,pct_alert,R_close,pct_close,close_risk,intraday_R
2026-08-18,AXTI,UR,False,False,False,92.85,6.053683609366067,-1.9886797059257075,-11.351645063442373,-4.577330412656964,-10.788479549032415,2.4138294708397456,-1.0
2026-08-18,BA,UR,True,False,False,224.81,0.7123017650748187,-1.100630466293238,-0.7784362089792496,-1.7916838859395365,-0.38554676758016937,0.21565087770256675,-1.0
2026-08-18,BBY,ORB9,True,False,False,87.94,0.2051048313582493,-3.722240871853439,-0.7618869194150446,-1.2031209021767637,-1.7646308529509547,1.4885437970643123,-1.0
2026-08-18,CF,UR,True,False,False,120.71,1.4369747899159568,7.666670949835558,10.860746685625688,19.583308608485567,11.777485766578266,0.605043042607667,-0.6
2026-08-18,CHRD,UR,False,False,False,143.72,1.7414696304686395,-1.2032542655138423,-2.0595640781826186,1.6397090846476443,3.052961847094271,1.8972165077074221,0.12
2026-08-18,CNH,UR,False,False,False,10.22,0.8884501480750151,-2.111114078097884,-1.8591024171116355,,,0.0,-1.0
2026-08-18,COIN,UR,False,False,False,148.04,1.0167178437393343,-1.2147679680945993,-1.2226454150641275,135.67221334108413,19.483010548839562,0.14381005953560955,-1.0
2026-08-18,COST,UR,True,False,False,962.54,0.7863627320607636,-3.865511349450732,-3.01597754216707,-4.405095319954416,-2.8959241199693397,0.6617536721557737,-0.16
2026-08-18,CRCL,UR,False,False,False,72.44,1.442375017504549,13.4563136424833,19.133079861620406,45.5312924683499,20.312280793188965,0.448116059954784,-0.72
2026-08-18,CRWD,UR,True,True,False,215.8,2.2070664014398167,-3.0407714843749862,-6.566262797584576,-2.932472762005921,-5.302457910587877,1.8414840531172594,-1.0
2026-08-18,CVNA,UR,True,False,False,66.63,2.69728729963008,-0.9314285714285688,-2.446345490019508,22.00019073656102,8.123075045072126,0.3705958243557017,-1.0
2026-08-18,DE,UR,False,False,False,595.41,0.8605356326122582,-1.3169349009596583,-1.1236004260719468,-11.236520854526958,-1.3741619484473055,0.12244399713010612,-1.0
2026-08-18,DELL,UR,False,True,False,480.62,2.9208959698488135,-3.1576255283747288,-8.961344140283645,-3.0640418527037387,-6.636083753024657,2.213739126823211,-1.0
2026-08-18,DK,UR,False,True,False,67.13,2.223237399116784,-2.1164377290908662,-4.603007723033892,-1.6392138441929904,-6.127235752536531,3.883056377126093,0.75
2026-08-18,FLR,UR,False,True,False,53.52,1.8458610846812773,-1.4020620129772015,-2.5411064136545147,-1.4482757108719007,-2.3586641046829504,1.655564118964259,-0.09
2026-08-18,GE,UR,True,False,False,370.28,1.4465753424657501,-2.660982767740894,-3.794422872872383,-1.8691766299991834,-5.028122726731676,2.764382558326206,0.93
2026-08-18,GH,UR,False,True,False,161.38,1.6182860021409118,0.046692607003892946,0.07435865658693697,1.0534408051064623,0.8618566855454368,0.8248835581717184,-0.49
2026-08-18,GLW,UR,True,False,False,165.6,2.7869157718328985,-1.3364204797553636,-3.62350721866036,-3.7199965624394813,-4.652903945509501,1.2666244948122962,-1.0
2026-08-18,GOOG,UR,False,False,False,340.11,0.7673619341076243,0.36624063027870646,0.2788989539919129,0.11171296154323906,0.12307836024727514,1.114010988390013,0.49
2026-08-18,GOOGL,UR,False,False,False,342.33,0.6290602310473625,0.770519791362454,0.48167334253954586,0.1296723372427603,0.151071272583847,1.1787559119453173,0.79
2026-08-18,GS,UR,True,False,False,1037.6,0.6401551891367596,-0.33349609374999084,-0.21213128553873029,-1.3078425712271082,-1.8087858648232036,1.402426249877009,-1.0
2026-08-18,HD,UR,False,False,False,336.74,1.8295079984275375,-0.2841076559271704,-0.510438711872474,-0.44117782113464116,-0.8889163782785814,2.056302804066079,0.15
2026-08-18,HNGE,UR,True,True,False,87.42,2.834960592871427,0.34854860424500755,0.960880961142152,0.006193281399842215,0.0226703002552453,3.799547872452602,0.37
